matrix_type,clique_size,nodes,sectors,subsectors,n_unique_sectors,same_sector_clique,same_subsector_clique,mean_internal_correlation,min_internal_correlation,max_internal_correlation
original,3,BRAP3|BRAP4|VALE3,Basic Materials|Basic Materials|Basic Materials,Mining|Mining|Mining,1,True,True,0.8402775660897737,0.7775690640391193,0.9133367125081089
original,3,BRAP3|CSNA3|VALE3,Basic Materials|Basic Materials|Basic Materials,Mining|Steel and Metallurgy|Mining,1,True,False,0.7143234410509928,0.6266704621925788,0.7775690640391193
original,3,BRAP4|CSNA3|GGBR4,Basic Materials|Basic Materials|Basic Materials,Mining|Steel and Metallurgy|Steel and Metallurgy,1,True,False,0.7320841845699917,0.7181412729024198,0.7529818970661375
original,3,BRAP4|CSNA3|GOAU4,Basic Materials|Basic Materials|Basic Materials,Mining|Steel and Metallurgy|Steel and Metallurgy,1,True,False,0.7305551698607274,0.7235639544706749,0.7429721713700898
original,3,BRAP4|CSNA3|VALE3,Basic Materials|Basic Materials|Basic Materials,Mining|Steel and Metallurgy|Mining,1,True,False,0.7923989643902688,0.7251293837414177,0.9133367125081089
original,3,BRAP4|FESA4|GGBR4,Basic Materials|Basic Materials|Basic Materials,Mining|Steel and Metallurgy|Steel and Metallurgy,1,True,False,0.5553500807396834,0.4710465394883927,0.7181412729024198
original,3,BRAP4|FESA4|GOAU4,Basic Materials|Basic Materials|Basic Materials,Mining|Steel and Metallurgy|Steel and Metallurgy,1,True,False,0.5580111211975152,0.4736069792936329,0.7235639544706749
original,3,BRAP4|GGBR4|GOAU4,Basic Materials|Basic Materials|Basic Materials,Mining|Steel and Metallurgy|Steel and Metallurgy,1,True,False,0.797515258176894,0.7181412729024198,0.9508405471575873
original,3,BRAP4|GGBR4|PETR3,Basic Materials|Basic Materials|Oil Gas and Biofuels,Mining|Steel and Metallurgy|Oil Gas and Biofuels,2,False,False,0.6209572485713936,0.55646531441058,0.7181412729024198
original,3,BRAP4|GGBR4|VALE3,Basic Materials|Basic Materials|Basic Materials,Mining|Steel and Metallurgy|Mining,1,True,False,0.7849898863069225,0.7181412729024198,0.9133367125081089
original,3,BRAP4|PETR3|VALE3,Basic Materials|Oil Gas and Biofuels|Basic Materials,Mining|Oil Gas and Biofuels|Mining,2,False,False,0.690382441425931,0.55646531441058,0.9133367125081089
original,3,BRKM3|BRKM5|GOAU3,Basic Materials|Basic Materials|Basic Materials,Chemicals|Chemicals|Steel and Metallurgy,1,True,False,0.516182483812896,0.3735857136275685,0.6974911745276479
original,3,BRKM3|BRKM5|GOAU4,Basic Materials|Basic Materials|Basic Materials,Chemicals|Chemicals|Steel and Metallurgy,1,True,False,0.5253261262307586,0.36588485863754217,0.6974911745276479
original,3,BRKM3|GOAU3|GOAU4,Basic Materials|Basic Materials|Basic Materials,Chemicals|Steel and Metallurgy|Steel and Metallurgy,1,True,False,0.5352050260849043,0.36588485863754217,0.8661445059896019
original,3,BRKM5|GGBR4|GOAU3,Basic Materials|Basic Materials|Basic Materials,Chemicals|Steel and Metallurgy|Steel and Metallurgy,1,True,False,0.6101459949558152,0.47747056328347176,0.8475316808045885
original,3,BRKM5|GGBR4|GOAU4,Basic Materials|Basic Materials|Basic Materials,Chemicals|Steel and Metallurgy|Steel and Metallurgy,1,True,False,0.6562928778213529,0.5054357407793855,0.9508405471575873
original,3,BRKM5|GGBR4|KLBN4,Basic Materials|Basic Materials|Basic Materials,Chemicals|Steel and Metallurgy|Paper and Cellulose,1,True,False,0.4665323013432407,0.4027870512462465,0.5054357407793855
original,3,BRKM5|GOAU3|GOAU4,Basic Materials|Basic Materials|Basic Materials,Chemicals|Steel and Metallurgy|Steel and Metallurgy,1,True,False,0.6187391382667199,0.47747056328347176,0.8661445059896019
original,3,BRKM5|GOAU4|KLBN4,Basic Materials|Basic Materials|Basic Materials,Chemicals|Steel and Metallurgy|Paper and Cellulose,1,True,False,0.4667492667794492,0.4027870512462465,0.5126023455270858
original,3,CCRO3|CGAS5|RAPT4,Industrials|Utilities|Industrials,Transportation|Gas Utility|Transportation Equipment,2,False,False,0.3621887093469684,0.2795578572765211,0.5236007005012967
original,3,CCRO3|CYRE3|ETER3,Industrials|Real Estate|Industrials,Transportation|Real Estate|Construction Materials,2,False,False,0.39012158255252727,0.2810930997974253,0.5659867273288478
original,3,CCRO3|CYRE3|RAPT4,Industrials|Real Estate|Industrials,Transportation|Real Estate|Transportation Equipment,2,False,False,0.5594595787727075,0.5236007005012967,0.5887913084879779
original,3,CCRO3|ETER3|RAPT4,Industrials|Industrials|Industrials,Transportation|Construction Materials|Transportation Equipment,1,True,False,0.3773812263219525,0.2810930997974253,0.5236007005012967
original,3,CMIG3|CMIG4|CPFE3,Utilities|Utilities|Utilities,Electric Utility|Electric Utility|Electric Utility,1,True,True,0.6635435473091046,0.5431085101989643,0.8455831236793538
original,3,CMIG3|CMIG4|CPLE6,Utilities|Utilities|Utilities,Electric Utility|Electric Utility|Electric Utility,1,True,True,0.7162169444131826,0.6113143847109196,0.8455831236793538
original,3,CMIG3|CMIG4|SAPR4,Utilities|Utilities|Utilities,Electric Utility|Electric Utility|Water and Sanitation,1,True,False,0.58192427907179,0.4351961536189501,0.8455831236793538
original,3,CMIG3|CMIG4|SBSP3,Utilities|Utilities|Utilities,Electric Utility|Electric Utility|Water and Sanitation,1,True,False,0.641678649008365,0.513528004658696,0.8455831236793538
original,3,CMIG3|CPFE3|CPLE6,Utilities|Utilities|Utilities,Electric Utility|Electric Utility|Electric Utility,1,True,True,0.5911832611900089,0.5431085101989643,0.6191268886601426
original,3,CMIG3|CPLE6|SBSP3,Utilities|Utilities|Utilities,Electric Utility|Electric Utility|Water and Sanitation,1,True,False,0.5744340311409762,0.513528004658696,0.6113143847109196
original,3,CMIG3|SAPR4|SBSP3,Utilities|Utilities|Utilities,Electric Utility|Water and Sanitation|Water and Sanitation,1,True,False,0.47326513294862477,0.4351961536189501,0.513528004658696
original,3,CMIG4|COCE5|CPLE3,Utilities|Utilities|Utilities,Electric Utility|Electric Utility|Electric Utility,1,True,True,0.4124173441666916,0.31651297476920914,0.5808499941526606
original,3,CMIG4|COCE5|CPLE6,Utilities|Utilities|Utilities,Electric Utility|Electric Utility|Electric Utility,1,True,True,0.46148254960674207,0.33988906357820503,0.6917533248492743
original,3,CMIG4|CPFE3|CPLE3,Utilities|Utilities|Utilities,Electric Utility|Electric Utility|Electric Utility,1,True,True,0.5779686300678644,0.5511168880019369,0.6019390080489956
original,3,CMIG4|CPFE3|CPLE6,Utilities|Utilities|Utilities,Electric Utility|Electric Utility|Electric Utility,1,True,True,0.6376064071861375,0.6019390080489956,0.6917533248492743
original,3,CMIG4|CPLE3|CPLE6,Utilities|Utilities|Utilities,Electric Utility|Electric Utility|Electric Utility,1,True,True,0.6840185449572672,0.5808499941526606,0.779452315869867
original,3,CMIG4|CPLE6|ELET3,Utilities|Utilities|Utilities,Electric Utility|Electric Utility|Electric Utility,1,True,True,0.6292415610621598,0.5926186362118865,0.6917533248492743
original,3,CMIG4|CPLE6|ELET6,Utilities|Utilities|Utilities,Electric Utility|Electric Utility|Electric Utility,1,True,True,0.6356850879162962,0.6006056265944034,0.6917533248492743
original,3,CMIG4|CPLE6|ITSA4,Utilities|Utilities|Financials,Electric Utility|Electric Utility|Financial Services,2,False,False,0.6088304466930218,0.5669469970627716,0.6917533248492743
original,3,CMIG4|CPLE6|SBSP3,Utilities|Utilities|Utilities,Electric Utility|Electric Utility|Water and Sanitation,1,True,False,0.6187126158632109,0.5659248186870451,0.6917533248492743
original,3,CMIG4|ELET3|ELET6,Utilities|Utilities|Utilities,Electric Utility|Electric Utility|Electric Utility,1,True,True,0.7189190736723609,0.6033527221253187,0.9387081865865531
original,3,CMIG4|ELET3|SBSP3,Utilities|Utilities|Utilities,Electric Utility|Electric Utility|Water and Sanitation,1,True,False,0.5769589908263878,0.5615994316667996,0.6033527221253187
original,3,CMIG4|ELET3|TELB4,Utilities|Utilities|Telecommunications,Electric Utility|Electric Utility|Telecommunications,2,False,False,0.294047638771015,0.1351087970603559,0.6033527221253187
original,3,CMIG4|ELET6|ITSA4,Utilities|Utilities|Financials,Electric Utility|Electric Utility|Financial Services,2,False,False,0.5814054353152286,0.5617289754734557,0.6146963123052108
original,3,CMIG4|ITSA4|PSSA3,Utilities|Financials|Financials,Electric Utility|Financial Services|Insurance,2,False,False,0.47350482440388636,0.39619368360758944,0.5677910181670193
original,3,CMIG4|SAPR4|SBSP3,Utilities|Utilities|Utilities,Electric Utility|Water and Sanitation|Water and Sanitation,1,True,False,0.5006632063907799,0.46499355991706615,0.5659248186870451
original,3,CMIG4|SBSP3|TELB3,Utilities|Utilities|Telecommunications,Electric Utility|Water and Sanitation|Telecommunications,2,False,False,0.2845324630087296,0.13997760160256806,0.5659248186870451
original,3,CMIG4|SBSP3|TELB4,Utilities|Utilities|Telecommunications,Electric Utility|Water and Sanitation|Telecommunications,2,False,False,0.2908220062273821,0.14368139712737044,0.5659248186870451
original,3,CMIG4|TELB3|TELB4,Utilities|Telecommunications|Telecommunications,Electric Utility|Telecommunications|Telecommunications,2,False,False,0.32443211353390505,0.13997760160256806,0.6896373418717767
original,3,COCE5|CPLE3|CPLE6,Utilities|Utilities|Utilities,Electric Utility|Electric Utility|Electric Utility,1,True,True,0.48292351701060765,0.31651297476920914,0.779452315869867
original,3,CPFE3|CPLE3|CPLE6,Utilities|Utilities|Utilities,Electric Utility|Electric Utility|Electric Utility,1,True,True,0.6498986975106489,0.5511168880019369,0.779452315869867
original,3,CPFE3|CPLE3|TRPL4,Utilities|Utilities|Utilities,Electric Utility|Electric Utility|Electric Utility,1,True,True,0.4899319979443603,0.4233745540720044,0.5511168880019369
original,3,CPFE3|CPLE6|TRPL4,Utilities|Utilities|Utilities,Electric Utility|Electric Utility|Electric Utility,1,True,True,0.5390274514617436,0.49530455175913957,0.6191268886601426
original,3,CPLE3|CPLE6|TRPL4,Utilities|Utilities|Utilities,Electric Utility|Electric Utility|Electric Utility,1,True,True,0.56849259463594,0.4233745540720044,0.779452315869867
original,3,CPLE6|ELET3|ELET6,Utilities|Utilities|Utilities,Electric Utility|Electric Utility|Electric Utility,1,True,True,0.7106441497976143,0.5926186362118865,0.9387081865865531
original,3,CPLE6|ELET3|SBSP3,Utilities|Utilities|Utilities,Electric Utility|Electric Utility|Water and Sanitation,1,True,False,0.5842259239773331,0.5615994316667996,0.5984597040533131
original,3,CPLE6|ELET6|ITSA4,Utilities|Utilities|Financials,Electric Utility|Electric Utility|Financial Services,2,False,False,0.5764271997102103,0.5617289754734557,0.6006056265944034
original,3,CSNA3|GGBR4|GOAU4,Basic Materials|Basic Materials|Basic Materials,Steel and Metallurgy|Steel and Metallurgy|Steel and Metallurgy,1,True,True,0.8155982051979381,0.7429721713700898,0.9508405471575873
original,3,CSNA3|GGBR4|USIM5,Basic Materials|Basic Materials|Basic Materials,Steel and Metallurgy|Steel and Metallurgy|Steel and Metallurgy,1,True,True,0.7640644131323858,0.7529818970661375,0.7815633921585098
original,3,CSNA3|GGBR4|VALE3,Basic Materials|Basic Materials|Basic Materials,Steel and Metallurgy|Steel and Metallurgy|Mining,1,True,False,0.7384014558325521,0.7234916735102389,0.7529818970661375
original,3,CSNA3|GOAU4|USIM3,Basic Materials|Basic Materials|Basic Materials,Steel and Metallurgy|Steel and Metallurgy|Steel and Metallurgy,1,True,True,0.7161881034740779,0.6948459218289066,0.7429721713700898
original,3,CSNA3|GOAU4|USIM5,Basic Materials|Basic Materials|Basic Materials,Steel and Metallurgy|Steel and Metallurgy|Steel and Metallurgy,1,True,True,0.7643339609896748,0.7429721713700898,0.7815633921585098
original,3,CSNA3|USIM3|USIM5,Basic Materials|Basic Materials|Basic Materials,Steel and Metallurgy|Steel and Metallurgy|Steel and Metallurgy,1,True,True,0.7899970148576584,0.7107462172232373,0.8776814351912281
original,3,CTNM4|CYRE3|GRND3,Consumer Cyclical|Real Estate|Consumer Cyclical,Textiles|Real Estate|Apparel and Footwear,2,False,False,0.3484661781854885,0.28085298719531776,0.4539546856877531
original,3,CTNM4|CYRE3|LREN3,Consumer Cyclical|Real Estate|Consumer Cyclical,Textiles|Real Estate|Retail,2,False,False,0.38415198516841437,0.2632525378739913,0.6083504304359342
original,3,CTNM4|GRND3|LREN3,Consumer Cyclical|Consumer Cyclical|Consumer Cyclical,Textiles|Apparel and Footwear|Retail,1,True,False,0.3476351764955751,0.2632525378739913,0.46906212993933943
original,3,CYRE3|ETER3|RAPT4,Real Estate|Industrials|Industrials,Real Estate|Construction Materials|Transportation Equipment,2,False,False,0.4131753692288073,0.3232849205313087,0.5887913084879779
original,3,CYRE3|GRND3|LREN3,Real Estate|Consumer Cyclical|Consumer Cyclical,Real Estate|Apparel and Footwear|Retail,2,False,False,0.5104557486876756,0.4539546856877531,0.6083504304359342
original,3,CYRE3|GUAR3|LREN3,Real Estate|Consumer Cyclical|Consumer Cyclical,Real Estate|Retail|Retail,2,False,False,0.5725053179114997,0.5389011355841542,0.6083504304359342
original,3,CYRE3|GUAR3|RENT3,Real Estate|Consumer Cyclical|Industrials,Real Estate|Retail|Transportation,3,False,False,0.531219044528446,0.46799052209397396,0.5867654759072101
original,3,CYRE3|ITSA4|LREN3,Real Estate|Financials|Consumer Cyclical,Real Estate|Financial Services|Retail,3,False,False,0.5937154378653848,0.549608963208777,0.6231869199514434
original,3,CYRE3|ITSA4|RENT3,Real Estate|Financials|Industrials,Real Estate|Financial Services|Transportation,3,False,False,0.5766218486566771,0.5199131501113778,0.6231869199514434
original,3,CYRE3|ITSA4|SCAR3,Real Estate|Financials|Real Estate,Real Estate|Financial Services|Real Estate,2,False,False,0.44446252743175746,0.35476839631321155,0.6231869199514434
original,3,CYRE3|KEPL3|LREN3,Real Estate|Industrials|Consumer Cyclical,Real Estate|Machinery and Equipment|Retail,3,False,False,0.34787351934911354,0.21327068382438885,0.6083504304359342
original,3,CYRE3|LREN3|RENT3,Real Estate|Consumer Cyclical|Industrials,Real Estate|Retail|Transportation,3,False,False,0.5812295086696908,0.5485726196659282,0.6083504304359342
original,3,CYRE3|POMO4|RAPT4,Real Estate|Industrials|Industrials,Real Estate|Transportation Equipment|Transportation Equipment,2,False,False,0.5613832228982207,0.5191077510158246,0.5887913084879779
original,3,CYRE3|POMO4|ROMI3,Real Estate|Industrials|Industrials,Real Estate|Transportation Equipment|Machinery and Equipment,2,False,False,0.416504255899168,0.34620483216451486,0.5191077510158246
original,3,CYRE3|RAPT4|ROMI3,Real Estate|Industrials|Industrials,Real Estate|Transportation Equipment|Machinery and Equipment,2,False,False,0.46251679503965043,0.38420018451716453,0.5887913084879779
original,3,ELET3|SBSP3|TELB4,Utilities|Utilities|Telecommunications,Electric Utility|Water and Sanitation|Telecommunications,2,False,False,0.2865226771982954,0.1351087970603559,0.5615994316667996
original,3,EMAE4|POMO4|RAPT4,Utilities|Industrials|Industrials,Electric Utility|Transportation Equipment|Transportation Equipment,2,False,False,0.3377126834315021,0.20175759344713043,0.5762506091908597
original,3,EMAE4|POMO4|SHUL4,Utilities|Industrials|Industrials,Electric Utility|Transportation Equipment|Machinery and Equipment,2,False,False,0.2451173462792315,0.20175759344713043,0.3214768708721888
original,3,EMAE4|RAPT4|SHUL4,Utilities|Industrials|Industrials,Electric Utility|Transportation Equipment|Machinery and Equipment,2,False,False,0.2784700359419808,0.2121175745183753,0.38816268565105083
original,3,EMBR3|GGBR4|GOAU4,Industrials|Basic Materials|Basic Materials,Aerospace and Defense|Steel and Metallurgy|Steel and Metallurgy,2,False,False,0.6172146466934879,0.4482340089712251,0.9508405471575873
original,3,EMBR3|GGBR4|KLBN4,Industrials|Basic Materials|Basic Materials,Aerospace and Defense|Steel and Metallurgy|Paper and Cellulose,2,False,False,0.41509526033433813,0.3056776600276992,0.4913741120040902
original,3,EMBR3|GOAU4|KLBN4,Industrials|Basic Materials|Basic Materials,Aerospace and Defense|Steel and Metallurgy|Paper and Cellulose,2,False,False,0.41436848251478864,0.3056776600276992,0.48485840356501525
original,3,FESA4|GGBR4|GOAU4,Basic Materials|Basic Materials|Basic Materials,Steel and Metallurgy|Steel and Metallurgy|Steel and Metallurgy,1,True,True,0.6318313553132042,0.4710465394883927,0.9508405471575873
original,3,GGBR3|GGBR4|GOAU3,Basic Materials|Basic Materials|Basic Materials,Steel and Metallurgy|Steel and Metallurgy|Steel and Metallurgy,1,True,True,0.8657618468326808,0.8220940519172879,0.9276598077761655
original,3,GGBR3|GGBR4|GOAU4,Basic Materials|Basic Materials|Basic Materials,Steel and Metallurgy|Steel and Metallurgy|Steel and Metallurgy,1,True,True,0.9260961652953417,0.8997881409522721,0.9508405471575873
original,3,GGBR3|GGBR4|MGEL4,Basic Materials|Basic Materials|Basic Materials,Steel and Metallurgy|Steel and Metallurgy|Steel and Metallurgy,1,True,True,0.45323584285459545,0.20285172043450758,0.9276598077761655
original,3,GGBR3|GGBR4|USIM5,Basic Materials|Basic Materials|Basic Materials,Steel and Metallurgy|Steel and Metallurgy|Steel and Metallurgy,1,True,True,0.8079608313469552,0.73857473609219,0.9276598077761655
original,3,GGBR3|GOAU3|GOAU4,Basic Materials|Basic Materials|Basic Materials,Steel and Metallurgy|Steel and Metallurgy|Steel and Metallurgy,1,True,True,0.8626755662863873,0.8220940519172879,0.8997881409522721
original,3,GGBR3|GOAU3|MGEL4,Basic Materials|Basic Materials|Basic Materials,Steel and Metallurgy|Steel and Metallurgy|Steel and Metallurgy,1,True,True,0.4253160708775014,0.22465816036210307,0.8220940519172879
original,3,GGBR3|GOAU4|USIM5,Basic Materials|Basic Materials|Basic Materials,Steel and Metallurgy|Steel and Metallurgy|Steel and Metallurgy,1,True,True,0.8022763988282957,0.73857473609219,0.8997881409522721
original,3,GGBR4|GOAU3|GOAU4,Basic Materials|Basic Materials|Basic Materials,Steel and Metallurgy|Steel and Metallurgy|Steel and Metallurgy,1,True,True,0.8881722446505926,0.8475316808045885,0.9508405471575873
original,3,GGBR4|GOAU3|MGEL4,Basic Materials|Basic Materials|Basic Materials,Steel and Metallurgy|Steel and Metallurgy|Steel and Metallurgy,1,True,True,0.4250138538670664,0.20285172043450758,0.8475316808045885
original,3,GGBR4|GOAU4|KLBN4,Basic Materials|Basic Materials|Basic Materials,Steel and Metallurgy|Steel and Metallurgy|Paper and Cellulose,1,True,False,0.6423576875755642,0.48485840356501525,0.9508405471575873
original,3,GGBR4|GOAU4|USIM5,Basic Materials|Basic Materials|Basic Materials,Steel and Metallurgy|Steel and Metallurgy|Steel and Metallurgy,1,True,True,0.8256516055901738,0.7576479501725099,0.9508405471575873
original,3,GGBR4|PETR3|PETR4,Basic Materials|Oil Gas and Biofuels|Oil Gas and Biofuels,Steel and Metallurgy|Oil Gas and Biofuels|Oil Gas and Biofuels,2,False,False,0.7152796494068304,0.582041508010382,0.9755322818089285
original,3,GGBR4|PETR3|VALE3,Basic Materials|Oil Gas and Biofuels|Basic Materials,Steel and Metallurgy|Oil Gas and Biofuels|Mining,2,False,False,0.6377007097568413,0.588265158401181,0.7234916735102389
original,3,GGBR4|PETR4|VALE3,Basic Materials|Oil Gas and Biofuels|Basic Materials,Steel and Metallurgy|Oil Gas and Biofuels|Mining,2,False,False,0.63106250037748,0.582041508010382,0.7234916735102389
original,3,GOAU4|USIM3|USIM5,Basic Materials|Basic Materials|Basic Materials,Steel and Metallurgy|Steel and Metallurgy|Steel and Metallurgy,1,True,True,0.7803312254868532,0.6948459218289066,0.8776814351912281
original,3,GUAR3|LREN3|RENT3,Consumer Cyclical|Consumer Cyclical|Industrials,Retail|Retail|Transportation,2,False,False,0.528942509824771,0.46799052209397396,0.5702643877144109
original,3,ITSA4|LREN3|RENT3,Financials|Consumer Cyclical|Industrials,Financial Services|Retail|Transportation,3,False,False,0.539364910995361,0.5199131501113778,0.549608963208777
original,3,PETR3|PETR4|UNIP6,Oil Gas and Biofuels|Oil Gas and Biofuels|Basic Materials,Oil Gas and Biofuels|Oil Gas and Biofuels|Chemicals,2,False,False,0.6204533669591749,0.4391329823117367,0.9755322818089285
original,3,PETR3|PETR4|VALE3,Oil Gas and Biofuels|Oil Gas and Biofuels|Basic Materials,Oil Gas and Biofuels|Oil Gas and Biofuels|Mining,2,False,False,0.7215106329266172,0.5876543196118194,0.9755322818089285
original,3,PETR3|UNIP6|VALE3,Oil Gas and Biofuels|Basic Materials|Basic Materials,Oil Gas and Biofuels|Chemicals|Mining,2,False,False,0.48521880032553294,0.4076162668606353,0.601345297359104
