matrix_type,clique_size,nodes,sectors,subsectors,n_unique_sectors,same_sector_clique,same_subsector_clique,mean_internal_correlation,min_internal_correlation,max_internal_correlation
group_mode,3,CSNA3|GOAU3|VALE3,Basic Materials|Basic Materials|Basic Materials,Steel and Metallurgy|Steel and Metallurgy|Mining,1,True,False,0.17637333437772004,0.1581737010706348,0.1963778557618407
group_mode,3,CTNM4|GUAR3|POMO4,Consumer Cyclical|Consumer Cyclical|Industrials,Textiles|Retail|Transportation Equipment,2,False,False,0.08944252127015277,0.0585361722830827,0.1099348929942028
group_mode,3,CTNM4|GUAR3|ROMI3,Consumer Cyclical|Consumer Cyclical|Industrials,Textiles|Retail|Machinery and Equipment,2,False,False,0.11210083919232953,0.0997805963356922,0.1265870282470936
group_mode,3,CYRE3|GRND3|LREN3,Real Estate|Consumer Cyclical|Consumer Cyclical,Real Estate|Apparel and Footwear|Retail,2,False,False,0.09425517520150017,0.074399267470204,0.1190517152724614
group_mode,3,EMAE4|ROMI3|SHUL4,Utilities|Industrials|Industrials,Electric Utility|Machinery and Equipment|Machinery and Equipment,2,False,False,0.12189474278119931,0.1031935083504082,0.1582500413769098
group_mode,3,EMBR3|GUAR3|RENT3,Industrials|Consumer Cyclical|Industrials,Aerospace and Defense|Retail|Transportation,2,False,False,0.059272868135737865,0.0275229222462706,0.1062241476442306
group_mode,3,ETER3|GUAR3|KEPL3,Industrials|Consumer Cyclical|Industrials,Construction Materials|Retail|Machinery and Equipment,2,False,False,0.06636604254263717,0.035020938070666,0.1143924716428433
group_mode,3,ETER3|GUAR3|RAPT4,Industrials|Consumer Cyclical|Industrials,Construction Materials|Retail|Transportation Equipment,2,False,False,0.09814464697461944,0.0705947563518245,0.1143924716428433
group_mode,3,ETER3|GUAR3|SHUL4,Industrials|Consumer Cyclical|Industrials,Construction Materials|Retail|Machinery and Equipment,2,False,False,0.12058676031689279,0.1114634098960499,0.1359043994117852
group_mode,3,ETER3|KEPL3|SHUL4,Industrials|Industrials|Industrials,Construction Materials|Machinery and Equipment|Machinery and Equipment,1,True,False,0.06599308742548926,0.035020938070666,0.1114634098960499
group_mode,3,FESA4|GGBR3|GGBR4,Basic Materials|Basic Materials|Basic Materials,Steel and Metallurgy|Steel and Metallurgy|Steel and Metallurgy,1,True,True,0.1386332290619143,0.1107328663048091,0.1923487483291131
group_mode,3,FESA4|GGBR4|TELB4,Basic Materials|Basic Materials|Telecommunications,Steel and Metallurgy|Steel and Metallurgy|Telecommunications,2,False,False,0.04452612753733307,-0.0262505276451977,0.1128180725518207
group_mode,3,FESA4|TELB3|TELB4,Basic Materials|Telecommunications|Telecommunications,Steel and Metallurgy|Telecommunications|Telecommunications,2,False,False,0.2936397629796325,0.038426549673521,0.7954819015600003
group_mode,3,GGBR3|GGBR4|VALE3,Basic Materials|Basic Materials|Basic Materials,Steel and Metallurgy|Steel and Metallurgy|Mining,1,True,False,0.20229243877441214,0.1923487483291131,0.2123256883974421
group_mode,3,GGBR4|GOAU4|VALE3,Basic Materials|Basic Materials|Basic Materials,Steel and Metallurgy|Steel and Metallurgy|Mining,1,True,False,0.19953281452565366,0.1902964692731046,0.2123256883974421
group_mode,3,GOAU3|KLBN4|VALE3,Basic Materials|Basic Materials|Basic Materials,Steel and Metallurgy|Paper and Cellulose|Mining,1,True,False,0.11490114392536571,0.0758190262103033,0.1745684463006846
group_mode,3,GOAU4|USIM5|VALE3,Basic Materials|Basic Materials|Basic Materials,Steel and Metallurgy|Steel and Metallurgy|Mining,1,True,False,0.18085229684734214,0.1689836958050741,0.1959762859064144
group_mode,3,GRND3|GUAR3|LREN3,Consumer Cyclical|Consumer Cyclical|Consumer Cyclical,Apparel and Footwear|Retail|Retail,1,True,False,0.13401988642220272,0.1190517152724614,0.1627893403091589
group_mode,3,GRND3|GUAR3|RENT3,Consumer Cyclical|Consumer Cyclical|Industrials,Apparel and Footwear|Retail|Transportation,2,False,False,0.1246352580966852,0.1048922863366661,0.1627893403091589
group_mode,3,GRND3|LREN3|PSSA3,Consumer Cyclical|Consumer Cyclical|Financials,Apparel and Footwear|Retail|Insurance,2,False,False,0.08535223286187621,0.0658053277269711,0.1190517152724614
group_mode,3,GRND3|MGEL4|RENT3,Consumer Cyclical|Basic Materials|Industrials,Apparel and Footwear|Steel and Metallurgy|Transportation,3,False,False,0.06751144306481204,0.0393296792000503,0.1048922863366661
group_mode,3,GUAR3|KEPL3|SAPR4,Consumer Cyclical|Industrials|Utilities,Retail|Machinery and Equipment|Water and Sanitation,3,False,False,0.0537842396225908,0.0320499502254884,0.0796180507278818
group_mode,3,GUAR3|KEPL3|SHUL4,Consumer Cyclical|Industrials|Industrials,Retail|Machinery and Equipment|Machinery and Equipment,2,False,False,0.0790280105453131,0.0496847179144022,0.1359043994117852
group_mode,3,GUAR3|LREN3|RAPT4,Consumer Cyclical|Consumer Cyclical|Industrials,Retail|Retail|Transportation Equipment,2,False,False,0.09878506939646857,0.0666898915752273,0.1202186036849879
group_mode,3,GUAR3|ROMI3|SHUL4,Consumer Cyclical|Industrials|Industrials,Retail|Machinery and Equipment|Machinery and Equipment,2,False,False,0.14024715634526286,0.1265870282470936,0.1582500413769098
group_mode,3,GUAR3|ROMI3|UNIP6,Consumer Cyclical|Industrials|Basic Materials,Retail|Machinery and Equipment|Chemicals,3,False,False,0.08301811253099867,0.0520103522375415,0.1265870282470936
group_mode,3,GUAR3|SAPR4|SHUL4,Consumer Cyclical|Utilities|Industrials,Retail|Water and Sanitation|Machinery and Equipment,3,False,False,0.09749790226987297,0.0769712566699519,0.1359043994117852
group_mode,3,GUAR3|SHUL4|UNIP6,Consumer Cyclical|Industrials|Basic Materials,Retail|Machinery and Equipment|Chemicals,3,False,False,0.08493171012561557,0.0520103522375415,0.1359043994117852
group_mode,3,KEPL3|SAPR4|SHUL4,Industrials|Utilities|Industrials,Machinery and Equipment|Water and Sanitation|Machinery and Equipment,2,False,False,0.05350537373506407,0.0320499502254884,0.0769712566699519
group_mode,3,KLBN4|PETR3|VALE3,Basic Materials|Oil Gas and Biofuels|Basic Materials,Paper and Cellulose|Oil Gas and Biofuels|Mining,2,False,False,0.05838588774413791,0.0101591992424037,0.0943159592651092
group_mode,3,PETR3|PETR4|VALE3,Oil Gas and Biofuels|Oil Gas and Biofuels|Basic Materials,Oil Gas and Biofuels|Oil Gas and Biofuels|Mining,2,False,False,0.06876145086317516,0.064186119066857,0.0714157287977677
group_mode,3,ROMI3|SHUL4|UNIP6,Industrials|Industrials|Basic Materials,Machinery and Equipment|Machinery and Equipment|Chemicals,2,False,False,0.09852912573759691,0.06688037872752,0.1582500413769098
group_mode,3,USIM3|USIM5|VALE3,Basic Materials|Basic Materials|Basic Materials,Steel and Metallurgy|Steel and Metallurgy|Mining,1,True,False,0.16709559182378564,0.1520623717586735,0.1775969088305379
group_mode,4,ALPA4|BOBR4|CGAS5|GUAR3,Consumer Cyclical|Consumer Non-Cyclical|Utilities|Consumer Cyclical,Apparel and Footwear|Personal and Home Care|Gas Utility|Retail,3,False,False,0.08824261202645833,0.0347329729159382,0.1922413210293226
group_mode,4,ALPA4|BOBR4|GUAR3|POMO4,Consumer Cyclical|Consumer Non-Cyclical|Consumer Cyclical|Industrials,Apparel and Footwear|Personal and Home Care|Retail|Transportation Equipment,3,False,False,0.0978722382859345,0.039526565482918,0.1922413210293226
group_mode,4,ALPA4|CTNM4|GUAR3|POMO4,Consumer Cyclical|Consumer Cyclical|Consumer Cyclical|Industrials,Apparel and Footwear|Textiles|Retail|Transportation Equipment,2,False,False,0.11318355410418324,0.0585361722830827,0.1922413210293226
group_mode,4,ALPA4|CTNM4|GUAR3|ROMI3,Consumer Cyclical|Consumer Cyclical|Consumer Cyclical|Industrials,Apparel and Footwear|Textiles|Retail|Machinery and Equipment,2,False,False,0.12880985639571507,0.0997805963356922,0.1922413210293226
group_mode,4,ALPA4|CYRE3|GRND3|LREN3,Consumer Cyclical|Real Estate|Consumer Cyclical|Consumer Cyclical,Apparel and Footwear|Real Estate|Apparel and Footwear|Retail,2,False,False,0.11046166975234871,0.074399267470204,0.1676207562061225
group_mode,4,ALPA4|EMAE4|ROMI3|SHUL4,Consumer Cyclical|Utilities|Industrials|Industrials,Apparel and Footwear|Electric Utility|Machinery and Equipment|Machinery and Equipment,3,False,False,0.1192511200764964,0.0883357428827501,0.1582500413769098
group_mode,4,ALPA4|EMBR3|GUAR3|RENT3,Consumer Cyclical|Industrials|Consumer Cyclical|Industrials,Apparel and Footwear|Aerospace and Defense|Retail|Transportation,2,False,False,0.08889756574179553,0.0275229222462706,0.1922413210293226
group_mode,4,ALPA4|ETER3|GUAR3|RAPT4,Consumer Cyclical|Industrials|Consumer Cyclical|Industrials,Apparel and Footwear|Construction Materials|Retail|Transportation Equipment,2,False,False,0.11995423923407418,0.0705947563518245,0.1922413210293226
group_mode,4,ALPA4|ETER3|GUAR3|SHUL4,Consumer Cyclical|Industrials|Consumer Cyclical|Industrials,Apparel and Footwear|Construction Materials|Retail|Machinery and Equipment,2,False,False,0.13438274220660298,0.1114634098960499,0.1922413210293226
group_mode,4,ALPA4|GRND3|GUAR3|LREN3,Consumer Cyclical|Consumer Cyclical|Consumer Cyclical|Consumer Cyclical,Apparel and Footwear|Apparel and Footwear|Retail|Retail,1,True,False,0.14787165634130872,0.1190517152724614,0.1922413210293226
group_mode,4,ALPA4|GRND3|GUAR3|RENT3,Consumer Cyclical|Consumer Cyclical|Consumer Cyclical|Industrials,Apparel and Footwear|Apparel and Footwear|Retail|Transportation,2,False,False,0.14157607159941035,0.1048922863366661,0.1922413210293226
group_mode,4,ALPA4|GRND3|MGEL4|RENT3,Consumer Cyclical|Consumer Cyclical|Basic Materials|Industrials,Apparel and Footwear|Apparel and Footwear|Steel and Metallurgy|Transportation,3,False,False,0.09113759284973018,0.0393296792000503,0.1676207562061225
group_mode,4,ALPA4|GUAR3|LREN3|RAPT4,Consumer Cyclical|Consumer Cyclical|Consumer Cyclical|Industrials,Apparel and Footwear|Retail|Retail|Transportation Equipment,2,False,False,0.12122525192173285,0.0666898915752273,0.1922413210293226
group_mode,4,ALPA4|GUAR3|ROMI3|SHUL4,Consumer Cyclical|Consumer Cyclical|Industrials|Industrials,Apparel and Footwear|Retail|Machinery and Equipment|Machinery and Equipment,2,False,False,0.14574492321629026,0.1265870282470936,0.1922413210293226
group_mode,4,BAZA3|BBDC3|BBDC4|BEES3,Financials|Financials|Financials|Financials,Banks|Banks|Banks|Banks,1,True,True,0.06906725866433504,0.0147971489020824,0.1904327135035482
group_mode,4,BAZA3|BBDC3|BBDC4|PETR4,Financials|Financials|Financials|Oil Gas and Biofuels,Banks|Banks|Banks|Oil Gas and Biofuels,2,False,False,0.09397215869754412,0.0427753264816425,0.1904327135035482
group_mode,4,BBAS3|BBDC3|BBDC4|ITSA4,Financials|Financials|Financials|Financials,Banks|Banks|Banks|Financial Services,1,True,False,0.17211633830416717,0.1556006095290699,0.1904327135035482
group_mode,4,BBAS3|BBDC3|BBDC4|PETR3,Financials|Financials|Financials|Oil Gas and Biofuels,Banks|Banks|Banks|Oil Gas and Biofuels,2,False,False,0.13517304102336022,0.0856592781491894,0.1904327135035482
group_mode,4,BBDC3|BBDC4|CCRO3|PSSA3,Financials|Financials|Industrials|Financials,Banks|Banks|Transportation|Insurance,2,False,False,0.08818281571248737,0.0466844693696858,0.1904327135035482
group_mode,4,BBDC3|BBDC4|CCRO3|SCAR3,Financials|Financials|Industrials|Real Estate,Banks|Banks|Transportation|Real Estate,3,False,False,0.06335808068474273,0.0087978176422394,0.1904327135035482
group_mode,4,BBDC3|BBDC4|ITSA3|ITSA4,Financials|Financials|Financials|Financials,Banks|Banks|Financial Services|Financial Services,1,True,False,0.1493032309496415,0.1096267576479067,0.1904327135035482
group_mode,4,BBDC3|BBDC4|ITSA3|PSSA3,Financials|Financials|Financials|Financials,Banks|Banks|Financial Services|Insurance,1,True,False,0.11240392719793636,0.0688441978827947,0.1904327135035482
group_mode,4,BBDC3|BBDC4|PETR3|PETR4,Financials|Financials|Oil Gas and Biofuels|Oil Gas and Biofuels,Banks|Banks|Oil Gas and Biofuels|Oil Gas and Biofuels,2,False,False,0.10986023593982684,0.0714157287977677,0.1904327135035482
group_mode,4,BBDC3|PETR3|PETR4|VALE3,Financials|Oil Gas and Biofuels|Oil Gas and Biofuels|Basic Materials,Banks|Oil Gas and Biofuels|Oil Gas and Biofuels|Mining,3,False,False,0.0662307810957296,-0.004215074621549,0.0982496374856445
group_mode,4,BBDC4|CCRO3|LREN3|PSSA3,Financials|Industrials|Consumer Cyclical|Financials,Banks|Transportation|Retail|Insurance,3,False,False,0.061491446058933,0.0441195177899178,0.0876386092744933
group_mode,4,BRAP3|BRAP4|CSNA3|VALE3,Basic Materials|Basic Materials|Basic Materials|Basic Materials,Mining|Mining|Steel and Metallurgy|Mining,1,True,False,0.21135454707356563,0.1755770965169703,0.2559863378471467
group_mode,4,BRAP3|BRAP4|GGBR3|VALE3,Basic Materials|Basic Materials|Basic Materials|Basic Materials,Mining|Mining|Steel and Metallurgy|Mining,1,True,False,0.21454856040567127,0.1827938909850933,0.2559863378471467
group_mode,4,BRAP4|CSNA3|GOAU3|VALE3,Basic Materials|Basic Materials|Basic Materials|Basic Materials,Mining|Steel and Metallurgy|Steel and Metallurgy|Mining,1,True,False,0.1930685319174131,0.1581737010706348,0.2559863378471467
group_mode,4,BRAP4|FESA4|GGBR3|GGBR4,Basic Materials|Basic Materials|Basic Materials|Basic Materials,Mining|Steel and Metallurgy|Steel and Metallurgy|Steel and Metallurgy,1,True,False,0.1558606089745977,0.1026937543627869,0.213261428193427
group_mode,4,BRAP4|FESA4|GGBR4|TELB4,Basic Materials|Basic Materials|Basic Materials|Telecommunications,Mining|Steel and Metallurgy|Steel and Metallurgy|Telecommunications,2,False,False,0.0727280840154662,-0.0262505276451977,0.213261428193427
group_mode,4,BRAP4|FESA4|TELB3|TELB4,Basic Materials|Basic Materials|Telecommunications|Telecommunications,Mining|Steel and Metallurgy|Telecommunications|Telecommunications,2,False,False,0.1593869550762392,-0.0141262517688332,0.7954819015600003
group_mode,4,BRAP4|GGBR3|GGBR4|VALE3,Basic Materials|Basic Materials|Basic Materials|Basic Materials,Mining|Steel and Metallurgy|Steel and Metallurgy|Mining,1,True,False,0.21323897774490655,0.1923487483291131,0.2559863378471467
group_mode,4,BRAP4|GGBR4|GOAU4|VALE3,Basic Materials|Basic Materials|Basic Materials|Basic Materials,Mining|Steel and Metallurgy|Steel and Metallurgy|Mining,1,True,False,0.21084164422949814,0.1902964692731046,0.2559863378471467
group_mode,4,BRAP4|GOAU3|KLBN4|VALE3,Basic Materials|Basic Materials|Basic Materials|Basic Materials,Mining|Steel and Metallurgy|Paper and Cellulose|Mining,1,True,False,0.14524583215579573,0.0758190262103033,0.2559863378471467
group_mode,4,BRAP4|GOAU4|USIM5|VALE3,Basic Materials|Basic Materials|Basic Materials|Basic Materials,Mining|Steel and Metallurgy|Steel and Metallurgy|Mining,1,True,False,0.1957939466860057,0.1689836958050741,0.2559863378471467
group_mode,4,BRAP4|KLBN4|PETR3|VALE3,Basic Materials|Basic Materials|Oil Gas and Biofuels|Basic Materials,Mining|Paper and Cellulose|Oil Gas and Biofuels|Mining,2,False,False,0.0988598775047881,0.0101591992424037,0.2559863378471467
group_mode,4,BRAP4|PETR3|PETR4|VALE3,Basic Materials|Oil Gas and Biofuels|Oil Gas and Biofuels|Basic Materials,Mining|Oil Gas and Biofuels|Oil Gas and Biofuels|Mining,2,False,False,0.09842165277526384,0.0609108574690603,0.2559863378471467
group_mode,4,BRAP4|USIM3|USIM5|VALE3,Basic Materials|Basic Materials|Basic Materials|Basic Materials,Mining|Steel and Metallurgy|Steel and Metallurgy|Mining,1,True,False,0.1848752885219225,0.1520623717586735,0.2559863378471467
group_mode,4,BRKM3|BRKM5|ROMI3|SHUL4,Basic Materials|Basic Materials|Industrials|Industrials,Chemicals|Chemicals|Machinery and Equipment|Machinery and Equipment,2,False,False,0.0991114866452991,0.0655163092554986,0.1582500413769098
group_mode,4,BRKM3|EMAE4|ROMI3|SHUL4,Basic Materials|Utilities|Industrials|Industrials,Chemicals|Electric Utility|Machinery and Equipment|Machinery and Equipment,3,False,False,0.10930501574059959,0.0688365353199086,0.1582500413769098
group_mode,4,CCRO3|GRND3|GUAR3|LREN3,Industrials|Consumer Cyclical|Consumer Cyclical|Consumer Cyclical,Transportation|Apparel and Footwear|Retail|Retail,2,False,False,0.10012519282321168,0.059713450686395,0.1627893403091589
group_mode,4,CCRO3|GRND3|LREN3|PSSA3,Industrials|Consumer Cyclical|Consumer Cyclical|Financials,Transportation|Apparel and Footwear|Retail|Insurance,3,False,False,0.07361986915693021,0.0466844693696858,0.1190517152724614
group_mode,4,CMIG3|CMIG4|COCE5|TRPL4,Utilities|Utilities|Utilities|Utilities,Electric Utility|Electric Utility|Electric Utility|Electric Utility,1,True,True,0.11615355667416571,0.0561887290341667,0.2051214579874543
group_mode,4,CMIG3|CMIG4|CPFE3|ELET6,Utilities|Utilities|Utilities|Utilities,Electric Utility|Electric Utility|Electric Utility|Electric Utility,1,True,True,0.16998259921350586,0.139113959949607,0.2051214579874543
group_mode,4,CMIG3|CMIG4|CPFE3|SBSP3,Utilities|Utilities|Utilities|Utilities,Electric Utility|Electric Utility|Electric Utility|Water and Sanitation,1,True,False,0.1424208268636308,0.0916861829046463,0.2051214579874543
group_mode,4,CMIG3|CMIG4|CPLE3|CPLE6,Utilities|Utilities|Utilities|Utilities,Electric Utility|Electric Utility|Electric Utility|Electric Utility,1,True,True,0.17951843378819665,0.1566562701943324,0.2051214579874543
group_mode,4,CMIG3|CMIG4|CPLE3|ELET3,Utilities|Utilities|Utilities|Utilities,Electric Utility|Electric Utility|Electric Utility|Electric Utility,1,True,True,0.17508385150048897,0.1482997806333088,0.2051214579874543
group_mode,4,CMIG3|CMIG4|CPLE6|ELET6,Utilities|Utilities|Utilities|Utilities,Electric Utility|Electric Utility|Electric Utility|Electric Utility,1,True,True,0.17824855566470046,0.1531521571260271,0.2051214579874543
group_mode,4,CMIG3|CMIG4|ELET3|TRPL4,Utilities|Utilities|Utilities|Utilities,Electric Utility|Electric Utility|Electric Utility|Electric Utility,1,True,True,0.15076198484970316,0.1035691749781887,0.2051214579874543
group_mode,4,CMIG3|CPLE3|ELET3|SAPR4,Utilities|Utilities|Utilities|Utilities,Electric Utility|Electric Utility|Electric Utility|Water and Sanitation,1,True,False,0.14166818913223223,0.1059891215933368,0.1787555096870502
group_mode,4,CMIG3|CPLE3|SAPR4|SHUL4,Utilities|Utilities|Utilities|Industrials,Electric Utility|Electric Utility|Water and Sanitation|Machinery and Equipment,2,False,False,0.09258295055582522,0.0181627045728861,0.1787555096870502
group_mode,4,CPLE3|KEPL3|SAPR4|SHUL4,Utilities|Industrials|Utilities|Industrials,Electric Utility|Machinery and Equipment|Water and Sanitation|Machinery and Equipment,2,False,False,0.05546073261959487,0.0172751221358934,0.1207533133131813
group_mode,4,ETER3|GUAR3|KEPL3|SHUL4,Industrials|Consumer Cyclical|Industrials|Industrials,Construction Materials|Retail|Machinery and Equipment|Machinery and Equipment,2,False,False,0.08299347520758309,0.035020938070666,0.1359043994117852
group_mode,4,GUAR3|KEPL3|SAPR4|SHUL4,Consumer Cyclical|Industrials|Utilities|Industrials,Retail|Machinery and Equipment|Water and Sanitation|Machinery and Equipment,3,False,False,0.07095388154321024,0.0320499502254884,0.1359043994117852
group_mode,4,GUAR3|ROMI3|SHUL4|UNIP6,Consumer Cyclical|Industrials|Industrials|Basic Materials,Retail|Machinery and Equipment|Machinery and Equipment|Chemicals,3,False,False,0.10168152618486852,0.0520103522375415,0.1582500413769098
