date,pair,pearson_20d,pearson_60d,ewma
2011-11-17,ELET3 x CMIG4,0.4228021410474942,0.4749254418234511,0.49613431747410347
2011-11-18,ELET3 x CMIG4,0.4535988605749185,0.47026667160982455,0.49251120706580626
2011-11-21,ELET3 x CMIG4,0.44857191258370754,0.4775238781656061,0.4942998032664942
2011-11-22,ELET3 x CMIG4,0.4873397790296342,0.480900940103346,0.4894107749490841
2011-11-23,ELET3 x CMIG4,0.4948424578494267,0.4881485086709133,0.49923985433224227
2011-11-24,ELET3 x CMIG4,0.38162187126767766,0.4926218854946083,0.4809148321569334
2011-11-25,ELET3 x CMIG4,0.43422842501738085,0.490948194888038,0.4833913013737384
2011-11-28,ELET3 x CMIG4,0.5144367681366271,0.4987384255825555,0.497388304149721
2011-11-29,ELET3 x CMIG4,0.5692483101675719,0.5043797267971201,0.5112658301786862
2011-11-30,ELET3 x CMIG4,0.582553194847677,0.5059970006069162,0.5245869852337152
2011-12-01,ELET3 x CMIG4,0.5373050745371396,0.4935755120074472,0.502572849711807
2011-12-02,ELET3 x CMIG4,0.41427918109763506,0.4509085406291949,0.4203958483854806
2011-12-05,ELET3 x CMIG4,0.4660566343508529,0.45921975803813214,0.439973563271882
2011-12-06,ELET3 x CMIG4,0.493899654981997,0.4625719861621669,0.4516903626755273
2011-12-07,ELET3 x CMIG4,0.48169062041667216,0.4578884770381536,0.45651390109284307
2011-12-08,ELET3 x CMIG4,0.4590183911580742,0.45555360396718786,0.4524162050853792
2011-12-09,ELET3 x CMIG4,0.4568240049189276,0.4553978854077857,0.4506253826935937
2011-12-12,ELET3 x CMIG4,0.4785333124259117,0.4516437376425925,0.44496739995399853
2011-12-13,ELET3 x CMIG4,0.47528603022576305,0.4509165639998775,0.4515429167972977
2011-12-14,ELET3 x CMIG4,0.45529969558660216,0.4651611418401492,0.4477688422707319
2011-12-15,ELET3 x CMIG4,0.4169283579326236,0.4683390830474213,0.4429548295533509
2011-12-16,ELET3 x CMIG4,0.3997911244246607,0.4593940796767401,0.4194673268700733
2011-12-19,ELET3 x CMIG4,0.3966924423546027,0.4590093176153366,0.41855414239081423
2011-12-20,ELET3 x CMIG4,0.4387190819148245,0.4227336264669132,0.43168762681409484
2011-12-21,ELET3 x CMIG4,0.40074834686567407,0.41723719763624856,0.43559908935608316
2011-12-22,ELET3 x CMIG4,0.36663880976943647,0.415111464470442,0.40382238809311094
2011-12-23,ELET3 x CMIG4,0.3346050711663894,0.4046459880767051,0.38663905217913785
2011-12-26,ELET3 x CMIG4,0.33405175364610684,0.40041601223371504,0.38501619021420125
2011-12-27,ELET3 x CMIG4,0.2736038349963693,0.4062036440923139,0.38331604144031217
2011-12-28,ELET3 x CMIG4,0.2929720347397215,0.43384449326871916,0.43540225524223336
2011-12-29,ELET3 x CMIG4,0.3461552840667729,0.4266765249031375,0.4421166067437953
2012-01-02,ELET3 x CMIG4,0.5176546911099764,0.4148266967977991,0.4523517123461215
2012-01-03,ELET3 x CMIG4,0.34884107933703423,0.3916255306794698,0.403870614376845
2012-01-04,ELET3 x CMIG4,0.3253654083162868,0.40143129976835146,0.4108046834182127
2012-01-05,ELET3 x CMIG4,0.24567338355337148,0.3755755076693748,0.37968252462475466
2012-01-06,ELET3 x CMIG4,0.2511812831614937,0.35380126678195795,0.37822720600891546
2012-01-09,ELET3 x CMIG4,0.25244306905138286,0.3590555843854233,0.37584790537699814
2012-01-10,ELET3 x CMIG4,0.3149851719394585,0.3700091660583113,0.3966007624710652
2012-01-11,ELET3 x CMIG4,0.28560433569092936,0.36903181040433464,0.3916714321170576
2012-01-12,ELET3 x CMIG4,0.29436606519666286,0.3746844510176724,0.3917195201134484
2012-01-13,ELET3 x CMIG4,0.3088320243991005,0.3719910489356093,0.3915564120061072
2012-01-16,ELET3 x CMIG4,0.34735111692346127,0.3877965746921852,0.38787170282335365
2012-01-17,ELET3 x CMIG4,0.3289463730742056,0.3811889589821297,0.37782922753091513
2012-01-18,ELET3 x CMIG4,0.3003027190071671,0.39630869537823343,0.3811415690182233
2012-01-19,ELET3 x CMIG4,0.2739340297576121,0.39458479973904026,0.3808344595317675
2012-01-20,ELET3 x CMIG4,0.3377918452488066,0.3492898100071411,0.37758631126615444
2012-01-23,ELET3 x CMIG4,0.38397405079988334,0.36026613601553403,0.38499058713627815
2012-01-24,ELET3 x CMIG4,0.3822880838784156,0.3801663824462364,0.3812941315908307
2012-01-26,ELET3 x CMIG4,0.37521721260932495,0.3884148855582923,0.37684783170845787
2012-01-27,ELET3 x CMIG4,0.21916056069563467,0.39372359023471154,0.37560682139128027
2012-01-30,ELET3 x CMIG4,0.20030984497904225,0.3931238560152849,0.3825232366154006
2012-01-31,ELET3 x CMIG4,0.23976566055387968,0.40628504382459585,0.4084224983309502
2012-02-01,ELET3 x CMIG4,0.4433014564613794,0.4216054099307891,0.40747525714157884
2012-02-02,ELET3 x CMIG4,0.4618813346197166,0.4296746928563334,0.4196568201145828
2012-02-03,ELET3 x CMIG4,0.5329291595041846,0.4117796343031507,0.40928496411518955
2012-02-06,ELET3 x CMIG4,0.5509173882442324,0.4000960847454503,0.4140721515590099
2012-02-07,ELET3 x CMIG4,0.5297811474137238,0.3978789937528664,0.40407172899725363
2012-02-08,ELET3 x CMIG4,0.4479875101762095,0.414688052198518,0.4093886888545578
2012-02-09,ELET3 x CMIG4,0.4671295487329898,0.40812454209201415,0.4149860818753323
2012-02-10,ELET3 x CMIG4,0.5490622243346995,0.4161192949879552,0.4544953574473546
2012-02-13,ELET3 x CMIG4,0.523492157946783,0.38570137795667525,0.4425831191461194
2012-02-14,ELET3 x CMIG4,0.5395817330322622,0.380716634618218,0.42794900557832555
2012-02-15,ELET3 x CMIG4,0.6031090485810056,0.393015863099818,0.45500206801383547
2012-02-16,ELET3 x CMIG4,0.584361276324941,0.38877269635096484,0.4447780513628075
2012-02-17,ELET3 x CMIG4,0.5648454639937339,0.3723464517348107,0.442896808962355
2012-02-22,ELET3 x CMIG4,0.5311950009427387,0.3728037908143458,0.41617014796766544
2012-02-23,ELET3 x CMIG4,0.45395415381095655,0.36331793097268733,0.3988164945027961
2012-02-24,ELET3 x CMIG4,0.346929916578977,0.3363954395882769,0.34834347197789206
2012-02-27,ELET3 x CMIG4,0.43637006353603774,0.3314285669816484,0.3793209142312344
2012-02-28,ELET3 x CMIG4,0.3980722022077569,0.29084678702504985,0.36458764862000653
2012-02-29,ELET3 x CMIG4,0.3636342875491952,0.30241790000769125,0.3497973835540987
2012-03-01,ELET3 x CMIG4,0.279067033427846,0.3497945659579005,0.3229131825776737
2012-03-02,ELET3 x CMIG4,0.22072865682257908,0.3095740242574113,0.29263929284262946
2012-03-05,ELET3 x CMIG4,0.1695396972905475,0.29633637192835216,0.29472885527984594
2012-03-06,ELET3 x CMIG4,0.32638180304454845,0.32870882783274974,0.3658595912212787
2012-03-07,ELET3 x CMIG4,0.2978947029874992,0.31899634692878326,0.3469531010048819
2012-03-08,ELET3 x CMIG4,0.22464614728770482,0.28342700281810546,0.2795581806275418
2012-03-09,ELET3 x CMIG4,0.16840951889018732,0.25742884536664873,0.23314446257912663
2012-03-12,ELET3 x CMIG4,0.1494486312062668,0.24725107049845743,0.23124601000051356
