symbol1,symbol2,correlation,n_obs
CMIG3,PSSA3,0.279248634264362,5229
CPFE3,USIM3,0.2791070958794254,5250
BRKM5,POMO4,0.27910442132983765,5783
ITSA4,SAPR4,0.2789806722740011,5778
GGBR4,ITSA3,0.27795241971708934,5381
ITSA3,LREN3,0.2776663812752051,4905
ELET3,KLBN4,0.27716027399878834,5915
CPFE3,SAPR4,0.27709063591676514,5205
ELET3,PSSA3,0.277071919262465,5195
CMIG3,VALE3,0.2769727651644088,6851
GRND3,SBSP3,0.27692511224846467,5243
FESA4,RENT3,0.2766787321417881,5095
BBAS3,CGAS5,0.2760024034924102,6013
CGAS5,ITSA4,0.2759919845991854,6015
BBAS3,GUAR3,0.2759110276852439,5869
ELET6,POMO4,0.27560416066637416,6663
BBAS3,UNIP6,0.2753349393746108,6873
BRAP4,EMBR3,0.27517977908200325,6252
CPLE3,RAPT4,0.2741139776138805,6669
GGBR3,ITSA3,0.2729971942283524,5165
CGAS5,ELET3,0.27271794229275115,5983
COCE5,CPLE6,0.2724480640618361,6691
GGBR3,PSSA3,0.2723346894810663,5229
ELET3,GRND3,0.2722291321077008,5209
SBSP3,UNIP6,0.27215753097328554,6879
BRAP3,CPFE3,0.2721028045589832,5187
ELET3,SAPR4,0.27086966782432687,5744
CMIG4,GRND3,0.27075074396430043,5243
LREN3,VALE3,0.27060653905267557,5092
CPLE3,POMO4,0.27056944984578707,6601
ALPA4,PETR4,0.2697450567463944,6282
CMIG3,POMO4,0.26925249029286535,6693
ITSA3,SBSP3,0.2690770125340886,5710
ELET6,SAPR4,0.2690543093751045,5744
BRAP3,RAPT4,0.2688494364868252,6119
EMBR3,GGBR3,0.2686883452208787,5643
CPLE3,GUAR3,0.26851525315083946,5780
KLBN4,RENT3,0.2678305395574668,5106
RENT3,TRPL4,0.2677300836956232,4828
RAPT4,VALE3,0.2676936850136329,6739
SBSP3,USIM3,0.26767259589163667,6005
CCRO3,VALE3,0.2671052873971787,5665
GUAR3,SBSP3,0.26709965372235633,5871
ELET6,PSSA3,0.26707167521539266,5195
BRAP3,CPLE3,0.26695629198064763,6126
ITSA3,RAPT4,0.26685198690782674,5661
EMBR3,RENT3,0.2666889081925451,5067
POMO4,PSSA3,0.2665363202595631,5229
CMIG3,KLBN4,0.26627938466437456,5949
EMBR3,KLBN4,0.26607794885349045,5910
BRKM5,EMBR3,0.266036160726391,5744
CPLE6,GUAR3,0.265865790050783,5837
CMIG4,COCE5,0.26558015282675285,6725
FESA4,USIM3,0.2652614172467448,5880
CGAS5,CMIG4,0.26516519886734596,6015
GGBR4,GUAR3,0.2651033572438954,5626
GOAU3,PSSA3,0.2650022397068313,5199
ELET6,GRND3,0.2649881706925907,5209
GUAR3,PSSA3,0.2648660687897163,5193
GGBR3,UNIP6,0.2646379159098029,5682
GOAU4,ITSA3,0.26456122351556943,5709
ELET3,USIM3,0.26451715086459693,5971
CPFE3,GRND3,0.2644988919352992,5243
ALPA4,CPFE3,0.26439775378737596,5217
GOAU4,GRND3,0.2643801690866919,5243
RAPT4,UNIP6,0.26429797006511,6762
GOAU4,TRPL4,0.2642349840220255,6274
BRAP4,POMO4,0.2640060293714368,6237
BBDC4,CGAS5,0.26347003941447705,6015
CMIG4,ITSA3,0.26343104483568336,5710
CPLE3,VALE3,0.2630911943584692,6759
GGBR3,GUAR3,0.26247099759753645,5432
LREN3,USIM3,0.26183766663618663,5075
KLBN4,UNIP6,0.2613767663214166,5948
CMIG4,GUAR3,0.26098168460438337,5871
ALPA4,SBSP3,0.2609695674729666,6282
BRKM5,FESA4,0.2607834375710647,5763
CSNA3,PSSA3,0.2607452934670465,5229
LREN3,TRPL4,0.2603210627271367,4806
CGAS5,SBSP3,0.2601023103492331,6015
CGAS5,USIM5,0.2599552746691831,6015
BRKM3,GOAU3,0.259822968392907,4922
CPLE3,UNIP6,0.2593817904113459,6780
GGBR4,GRND3,0.2590239420709082,5243
PETR4,SAPR4,0.25889400761723286,5778
GGBR3,GRND3,0.25806868567441793,5242
PSSA3,USIM5,0.2579844838617016,5229
KLBN4,LREN3,0.25759258311969013,5084
GOAU3,GRND3,0.2567879772669582,5206
CPLE6,ITSA3,0.25669033220431753,5676
CGAS5,CPLE3,0.25644215449788,5923
GUAR3,USIM5,0.2564302614866097,5811
RENT3,SAPR4,0.2562164336746025,5048
GOAU3,ITSA3,0.25616736078992797,5240
BRAP4,PSSA3,0.25571814284269695,5229
CMIG3,GUAR3,0.25567606614658067,5870
GUAR3,PETR4,0.25550723364873695,5870
GOAU4,SAPR4,0.255358946389635,5778
PETR4,TRPL4,0.2551845444513381,6273
GOAU3,UNIP6,0.2550811639877631,5849
ELET3,GUAR3,0.2545009442737657,5837
FESA4,ITSA4,0.25443001244284014,6430
ALPA4,GGBR4,0.25441020960644467,5830
CSNA3,TRPL4,0.254025277706183,6273
CPLE3,GRND3,0.25373285082004365,5151
BRKM3,GGBR4,0.2530784014910883,5048
CPLE3,KLBN4,0.2528730412344065,5856
BRAP4,ITSA3,0.25278142808288845,5439
CMIG4,USIM3,0.2526851252136765,6005
BRAP3,UNIP6,0.2525408558331709,6209
CYRE3,FESA4,0.25228409102417093,5053
RAPT4,SAPR4,0.25217058132404296,5756
GUAR3,SAPR4,0.2518521862296422,5463
RAPT4,USIM3,0.25121226762423493,5967
RENT3,UNIP6,0.2512006679404294,5106
BBDC3,CGAS5,0.25079816486981193,6015
ITSA3,PSSA3,0.25079019311226,4963
BRAP4,CGAS5,0.2507640840679247,6015
RAPT4,ROMI3,0.2503812446893464,5289
GOAU4,GUAR3,0.24956574664410583,5871
CGAS5,GGBR4,0.2495585887036701,6015
ITSA3,USIM5,0.2492718601866918,5602
UNIP6,VALE3,0.2489932898783199,6851
COCE5,ITSA4,0.2489215283577782,6724
CCRO3,USIM3,0.24888464328744792,5449
GRND3,PSSA3,0.24877724135150436,5229
BRKM3,CSNA3,0.2487670746187604,5048
ALPA4,PETR3,0.24868078562780557,6282
ALPA4,RAPT4,0.2481294789741555,6217
ELET6,USIM3,0.24797442928443444,5971
BRKM3,UNIP6,0.24783418028919532,5048
EMBR3,USIM5,0.24780259993792078,6613
CPLE6,USIM3,0.24774399328247543,5971
COCE5,ELET6,0.2475968390236345,6691
POMO4,USIM3,0.24751680178384752,5948
CPLE3,ITSA3,0.24731838167330905,5617
GRND3,PETR4,0.2471907423353504,5243
GOAU3,GUAR3,0.24696165195937958,5452
ALPA4,BBAS3,0.2468024956422576,6282
BRKM5,CGAS5,0.2466301491236347,5707
CGAS5,PETR4,0.24658809143985636,6015
BRAP3,LREN3,0.24649541291211233,5022
COCE5,PETR4,0.24635682846219792,6725
CSNA3,GUAR3,0.245800831161402,5869
POMO4,VALE3,0.24552859779039035,6679
ELET6,GUAR3,0.24552095094466136,5837
CMIG3,ITSA3,0.24513736091734417,5708
RENT3,ROMI3,0.24512131997895306,4858
GUAR3,PETR3,0.24470444484266765,5870
ALPA4,ELET3,0.24454424016562631,6248
GRND3,USIM5,0.24434414782778396,5243
CPFE3,EMBR3,0.24332742430275403,5225
BRKM5,GUAR3,0.24264054731505996,5506
CSNA3,ITSA3,0.2425853330883662,5708
PETR3,SAPR4,0.2423097856171519,5778
ALPA4,POMO4,0.24230963081075763,6173
CCRO3,SAPR4,0.24221855247612714,5542
ALPA4,GOAU4,0.24220012617300957,6281
BBAS3,FESA4,0.24210157077782793,6428
CCRO3,UNIP6,0.24161206032132124,5665
CMIG3,COCE5,0.24149720116667558,6722
CPLE3,USIM3,0.2413542498693595,5913
ETER3,GGBR4,0.2407554738076487,6137
FESA4,PETR4,0.24036006908513632,6431
TRPL4,UNIP6,0.24023437789279076,6271
CMIG3,GRND3,0.24020954262065425,5243
BRAP3,TRPL4,0.24000711459898957,5932
BRKM3,GOAU4,0.23987286257966955,5048
GOAU3,SAPR4,0.23942370522503212,5300
GGBR3,ROMI3,0.23924564857916567,5114
BRAP3,ITSA3,0.23918914214599468,5372
ALPA4,CPLE3,0.2391515185936432,6191
BBDC4,FESA4,0.23904661011477185,6431
FESA4,RAPT4,0.23898248991863977,6350
FESA4,PETR3,0.23883517989433767,6431
ELET3,ITSA3,0.2386482133825559,5676
BRAP3,POMO4,0.2386007196520891,6156
GGBR4,ROMI3,0.23859752955245786,5250
ETER3,RENT3,0.23749215328372292,5106
ALPA4,USIM5,0.2374649080597886,6150
ALPA4,BRKM5,0.23736541782294876,5619
ETER3,USIM5,0.23727651928379656,6573
ALPA4,ELET6,0.23723058630655283,6248
ALPA4,GOAU3,0.2371393367902487,5607
BBDC4,COCE5,0.2364603025205026,6725
COCE5,CPFE3,0.23620557963585836,5257
CGAS5,GOAU4,0.2359185164528142,6015
BRAP3,PSSA3,0.23564169877441307,5154
ETER3,ITSA4,0.23550439600987663,6704
GRND3,PETR3,0.23545518529066856,5243
CSNA3,GRND3,0.23527485175260535,5243
GGBR4,SAPR4,0.23520068965675076,5778
BBDC3,FESA4,0.23519889210051584,6431
COCE5,ELET3,0.23510347457004035,6691
ITSA3,POMO4,0.23498951843765362,5627
KLBN4,RAPT4,0.23497257350491368,5903
CCRO3,ROMI3,0.2348297022398998,5015
GOAU3,TRPL4,0.2347958681723534,5439
CPFE3,UNIP6,0.23451220782505214,5264
PETR3,TRPL4,0.2343570029857823,6273
ALPA4,PSSA3,0.234335400001421,5182
PSSA3,TRPL4,0.2342981679724209,4951
ITSA3,VALE3,0.23421484005117413,5695
ALPA4,CMIG4,0.23418668385813443,6281
BRAP3,EMBR3,0.2339398191315877,6171
COCE5,PETR3,0.2337169559858871,6725
CCRO3,EMBR3,0.23370765511452268,5665
CGAS5,PETR3,0.23351626329063643,6015
BRKM3,CYRE3,0.2330537739044891,4776
POMO4,SAPR4,0.23300343768913764,5773
GOAU4,ROMI3,0.23297039501771563,5312
PSSA3,VALE3,0.2321922222174539,5229
GOAU3,ROMI3,0.23189051411710646,5028
CYRE3,SHUL4,0.23180781728397035,4550
FESA4,UNIP6,0.23167425707172903,6428
CGAS5,CSNA3,0.23149666826745854,6015
POMO4,UNIP6,0.23127112901016028,6692
BRAP3,CCRO3,0.2308174718913873,5584
ETER3,GOAU4,0.23081625755947222,6703
CMIG3,USIM3,0.2307513037222495,6005
BRKM3,LREN3,0.23061095863886347,4789
GUAR3,ROMI3,0.23048215068762581,5094
CGAS5,KLBN4,0.2303993781250221,5873
BBAS3,COCE5,0.23002166017214323,6720
ETER3,PETR4,0.22937297040618967,6704
LREN3,SAPR4,0.2291981827491664,5026
BBDC3,BRKM3,0.22913946681399533,5048
RAPT4,TRPL4,0.22913436754121289,6172
ALPA4,CPLE6,0.22885306000402764,6248
KLBN4,PSSA3,0.22853990558722562,5229
BBDC4,EMBR3,0.22805626904775927,6692
BBDC4,BRKM3,0.2277187093149862,5048
EMBR3,ITSA4,0.2275263024659833,6691
ELET6,ITSA3,0.22749621032394646,5676
GGBR3,SAPR4,0.22737271933500414,5542
SAPR4,TRPL4,0.22726117491609274,5500
BRKM3,GGBR3,0.2271057126604793,5016
KLBN4,POMO4,0.2271008638115432,5935
ALPA4,ROMI3,0.22693341178579132,5170
EMBR3,GOAU3,0.22677908153537768,5745
BRKM5,GRND3,0.2265035161006632,5243
GUAR3,ITSA3,0.22649853846990542,5243
CCRO3,KLBN4,0.22644377620837436,5665
CGAS5,CYRE3,0.22592576363532893,4988
ALPA4,CSNA3,0.2254546015007007,6280
SAPR4,USIM5,0.22530103269933358,5778
ALPA4,GGBR3,0.22524857049785882,5548
EMBR3,LREN3,0.22486295429678266,5053
CYRE3,SCAR3,0.22394511860593724,4819
BBDC4,ETER3,0.2237057392800301,6704
BRKM3,ITSA4,0.22358832854978505,5048
GGBR3,TRPL4,0.22207588221121016,5404
CCRO3,CGAS5,0.22191050045099658,5606
FESA4,LREN3,0.22157969319872695,5072
COCE5,CYRE3,0.22151028538821924,5057
CCRO3,ETER3,0.22141827615847534,5652
CPLE6,EMAE4,0.2209282941277578,6139
COCE5,CPLE3,0.22085787461963163,6626
BBDC3,EMBR3,0.2204579851215203,6692
ETER3,POMO4,0.2203261758336547,6562
ETER3,GUAR3,0.22030973850204552,5815
FESA4,KLBN4,0.220205683879916,5897
LREN3,UNIP6,0.2202015538832329,5092
PSSA3,USIM3,0.2200809342959137,5215
BBDC3,ETER3,0.2199044295409533,6703
BRKM3,RENT3,0.21969799974646964,4808
ETER3,RAPT4,0.21959507043430526,6591
CSNA3,SAPR4,0.21950393376647076,5778
BRKM3,USIM5,0.21891184737313774,5048
ALPA4,CMIG3,0.21872629913797706,6278
EMBR3,GOAU4,0.21860611082542342,6692
ETER3,SBSP3,0.21847104310765875,6704
CGAS5,UNIP6,0.2180839333785858,6014
GRND3,TRPL4,0.21787889729223653,4965
ALPA4,BRAP4,0.2175640856889273,5894
GRND3,UNIP6,0.2171629722438492,5243
ETER3,PETR3,0.2169024387120143,6704
BRAP3,CGAS5,0.21657795865994384,5934
CSNA3,ETER3,0.21604292995896773,6700
FESA4,POMO4,0.21593258376811986,6339
CMIG4,EMAE4,0.21571004240405947,6172
ALPA4,ETER3,0.21551338262259295,6186
CGAS5,RENT3,0.21532190359056744,5030
GUAR3,USIM3,0.21530010553841963,5557
FESA4,SBSP3,0.21498151749950858,6431
GRND3,ITSA3,0.21476379340843557,4971
GRND3,ROMI3,0.21407445336978387,4909
BRKM5,ETER3,0.21390773363150117,5771
BRAP4,BRKM3,0.21366839515510325,5048
CPFE3,ETER3,0.2135182612270251,5262
ROMI3,USIM5,0.21341183558037036,5305
ETER3,LREN3,0.21339608669901344,5091
BBDC3,COCE5,0.21298656720500508,6724
EMBR3,GUAR3,0.21265889919704697,5788
GUAR3,SHUL4,0.21239747584437907,4798
GUAR3,UNIP6,0.21231628086404286,5870
CPFE3,FESA4,0.2121791227273806,5253
ITSA4,ROMI3,0.2120355502921357,5312
BRKM3,USIM3,0.2117324756506856,5022
ALPA4,SAPR4,0.21107746030196528,5599
ETER3,GGBR3,0.21073787529378973,5673
GRND3,SAPR4,0.21069024676273598,5184
BRKM5,PSSA3,0.21055078950834524,5229
POMO4,ROMI3,0.21014525644417892,5298
BRKM3,ELET3,0.21009615531316636,5014
UNIP6,USIM3,0.2100452680224062,6003
BAZA3,ITSA4,0.20994536151023788,5898
CPLE6,ETER3,0.20968290985126778,6670
CSNA3,ROMI3,0.20942428437692523,5312
ELET3,ETER3,0.2082618216766815,6670
EMBR3,TRPL4,0.20780545593108332,6273
BRKM3,CPFE3,0.207713661703701,4925
CGAS5,CPFE3,0.20769537116381287,5188
BRKM3,PETR3,0.20748144329078022,5048
CGAS5,GOAU3,0.2073430691628534,5346
CGAS5,RAPT4,0.20732760655385057,5943
ELET6,EMAE4,0.20703599455756388,6139
BRKM3,PETR4,0.20700927138423286,5048
ELET6,ETER3,0.20674693364645766,6670
ELET3,EMAE4,0.20672842836528638,6139
PETR4,ROMI3,0.20660470827972727,5312
CMIG3,FESA4,0.20658041306345568,6430
BAZA3,BBDC4,0.20636282684584392,5898
BRKM3,CMIG4,0.2063138285529123,5048
BAZA3,PETR4,0.20624320030921797,5897
ALPA4,USIM3,0.2061721504642157,5759
BRAP4,GRND3,0.20585288804627716,5243
BRAP3,GRND3,0.20547904898116037,5167
RENT3,SHUL4,0.2050935403275195,4559
BRKM3,CPLE6,0.20470757890640692,5014
BBDC4,ROMI3,0.2047030916404858,5312
CMIG4,ETER3,0.2045845696904459,6704
BRKM3,ELET6,0.20441108295600247,5014
FESA4,GRND3,0.20434484721603524,5232
EMBR3,USIM3,0.2043142654730168,5942
EMBR3,PSSA3,0.2042162896498559,5190
BRKM3,POMO4,0.20396597474176872,5048
ALPA4,ITSA3,0.20354575716786547,5430
BRKM5,SAPR4,0.20329163257115526,5699
COCE5,CSNA3,0.20255466925389054,6722
ALPA4,KLBN4,0.2021573758563222,5733
LREN3,ROMI3,0.2020570387077103,4849
EMAE4,SBSP3,0.20198223569456408,6173
CCRO3,FESA4,0.20194086417120538,5634
CPLE6,EMBR3,0.20169195532245268,6692
CGAS5,GGBR3,0.20131232602316212,5597
CMIG4,EMBR3,0.2011911139819672,6692
EMAE4,TRPL4,0.20094253966203635,5580
BAZA3,PETR3,0.2008029652269306,5897
BRKM3,RAPT4,0.2007647430129267,5047
BRAP4,GUAR3,0.20058714149662055,5658
BRKM3,VALE3,0.20033870410535187,5048
COCE5,GOAU4,0.20020120132663405,6724
ETER3,GOAU3,0.20000097039213266,5779
BBAS3,ETER3,0.1998869604950158,6699
FESA4,PSSA3,0.1998041915797921,5218
TRPL4,USIM3,0.19951636352618526,5663
BBDC4,EMAE4,0.19945867827813124,6173
BRKM3,KLBN4,0.19945458437504182,5048
GUAR3,TRPL4,0.1992832381222453,5501
BRKM3,FESA4,0.19910611068339407,5037
CMIG3,EMAE4,0.1989578770940953,6167
CYRE3,KEPL3,0.19888286596834812,4816
BRKM3,GUAR3,0.19878542376659641,4972
EMBR3,PETR3,0.19795107217762759,6691
BRAP4,ROMI3,0.19781418493728462,5267
BRKM3,CCRO3,0.1977217832251058,4879
ITSA3,USIM3,0.1974983991933845,5317
CCRO3,SHUL4,0.19748030075116027,4614
ROMI3,SHUL4,0.1973299759737064,4586
ELET3,FESA4,0.1972468143472687,6397
BBDC3,ROMI3,0.19722220464531806,5312
EMBR3,SBSP3,0.1970474004563554,6692
POMO4,TRPL4,0.19663253237402897,6159
BBAS3,EMBR3,0.1965890972485702,6688
GRND3,USIM3,0.19640331631998964,5229
ALPA4,UNIP6,0.19601453584433756,6280
BRAP3,BRKM3,0.19599864175450107,4987
SAPR4,UNIP6,0.19580401097935643,5778
EMAE4,PETR4,0.19568852346452004,6172
BBAS3,EMAE4,0.1956116229407427,6167
RAPT4,SHUL4,0.1952267790707329,5022
BRAP4,SAPR4,0.19516660092182178,5778
COCE5,RENT3,0.19501517478517716,5099
CPLE3,ETER3,0.19478783220734003,6607
CMIG3,ETER3,0.19441474517241306,6701
CMIG4,ROMI3,0.19439925796185428,5312
BRKM3,CMIG3,0.1943483869066605,5048
CPLE6,FESA4,0.19404185158047352,6397
ELET3,ROMI3,0.19368808069596533,5278
GRND3,VALE3,0.19353724635984465,5243
BRAP4,ETER3,0.19349400334199968,6243
PETR3,ROMI3,0.19326275030295206,5312
ELET6,FESA4,0.1925061192030645,6397
CGAS5,GRND3,0.19241487362817614,5167
CPLE3,EMAE4,0.19240447459508234,6075
CMIG3,ROMI3,0.19203018541676783,5312
BRKM5,ITSA3,0.19193106099594404,5204
ELET6,ROMI3,0.19188523076034078,5278
EMAE4,PETR3,0.19177684029134545,6172
ROMI3,USIM3,0.19163219647861046,5165
CSNA3,EMBR3,0.19117439027554575,6689
BRAP3,GUAR3,0.19117226674324048,5582
CGAS5,POMO4,0.19109499992072757,5983
ETER3,UNIP6,0.1908346942882436,6699
ETER3,VALE3,0.19077869835979933,6681
BRKM3,SBSP3,0.19058371318389727,5048
FESA4,ROMI3,0.19054385338059726,5261
ELET6,EMBR3,0.19048716786322548,6692
EMBR3,PETR4,0.19028684234117957,6691
ROMI3,SBSP3,0.19028388609023927,5312
ROMI3,UNIP6,0.1901465852443597,5312
BOBR4,PETR4,0.18973486533204842,6167
CMIG3,EMBR3,0.18964291142200979,6692
ETER3,FESA4,0.1895364207846793,6350
CPLE6,ROMI3,0.18953421047653857,5278
TRPL4,VALE3,0.1894445319245817,6268
EMBR3,GRND3,0.18941631786472146,5204
CMIG4,FESA4,0.189283999878345,6431
BAZA3,BBAS3,0.18906102386825677,5895
CPFE3,ROMI3,0.1889990547251012,4925
COCE5,GGBR4,0.1884560999254651,6098
ETER3,GRND3,0.18834182947016725,5241
CGAS5,EMBR3,0.1878058502953772,5978
BRKM3,CPLE3,0.18779923598118073,4964
BOBR4,ITSA4,0.18734430383897668,6167
ETER3,USIM3,0.1870313752061037,5953
ELET3,EMBR3,0.18700310737729353,6692
CGAS5,GUAR3,0.18662247352469588,5508
ETER3,SAPR4,0.18649636127228766,5764
COCE5,KLBN4,0.1857585290767493,5923
GGBR3,SHUL4,0.18527189336688843,4748
BBDC4,BOBR4,0.18513200246071568,6168
BRAP4,COCE5,0.1849561955644132,6205
GUAR3,VALE3,0.18468599974939215,5866
ETER3,ROMI3,0.18432059450698912,5292
COCE5,USIM5,0.18427218402279788,6537
BBAS3,BRKM3,0.18381037849385726,5048
FESA4,ITSA3,0.18369010535311053,5504
ALPA4,EMBR3,0.18346609463633665,6142
BBAS3,BOBR4,0.1834588203724079,6162
COCE5,TRPL4,0.18341741791669522,6156
CTNM4,GOAU4,0.18322468381657536,6051
GRND3,KLBN4,0.18311493793693537,5243
BBDC3,EMAE4,0.18289092947525806,6172
ROMI3,SAPR4,0.18287208017179457,5133
CPFE3,SHUL4,0.18260966838770595,4630
EMBR3,VALE3,0.18234518228513266,6676
ALPA4,BRAP3,0.18222395530993915,5815
BRAP3,ROMI3,0.18217475467300767,5215
BOBR4,PETR3,0.18215975745903223,6167
FESA4,TRPL4,0.18180794831689617,6067
BAZA3,BBDC3,0.1818053154279127,5898
BBAS3,ROMI3,0.18144125948981146,5312
BAZA3,CPLE3,0.18136224935540593,5804
BAZA3,CPLE6,0.18131346937804127,5864
CPLE3,FESA4,0.1808939849319789,6337
CTNM4,ITSA4,0.18049991195723047,6052
GGBR4,SHUL4,0.18047280312078356,4843
CGAS5,VALE3,0.17959815821664132,6014
PSSA3,UNIP6,0.17949838899654344,5229
EMAE4,ITSA4,0.17936086100829307,6172
BRAP3,ETER3,0.1793110960635826,6162
BAZA3,BEES3,0.17923940867102287,4627
ROMI3,VALE3,0.17915359290716873,5310
BBDC3,BOBR4,0.17859662163242046,6167
BRKM5,COCE5,0.17835061301128013,5768
CCRO3,COCE5,0.17821622552142816,5648
ITSA3,KLBN4,0.1781485771596351,5286
BAZA3,CMIG4,0.177731361577487,5897
KEPL3,LREN3,0.17749061535790658,4824
BOBR4,USIM5,0.17704669525585934,5959
ALPA4,BRKM3,0.17697518091558773,5001
CGAS5,LREN3,0.17688677234154254,5008
BOBR4,GOAU4,0.17628610158259223,6167
BBDC4,CTNM4,0.1762284160875497,6052
CGAS5,SAPR4,0.1761666309315299,5702
BRKM5,ROMI3,0.17613778490308662,5183
ITSA3,SAPR4,0.17606657009060633,5192
BBAS3,SCAR3,0.17581285647730463,5447
FESA4,GUAR3,0.17565017975919192,5744
GGBR3,SCAR3,0.17539172239116124,5062
GUAR3,KLBN4,0.17531326054133728,5549
ALPA4,CGAS5,0.17514794408324819,5717
LREN3,SCAR3,0.17458829216096344,4829
CGAS5,USIM3,0.17440952624586345,5633
BBDC4,SHUL4,0.1741686315770761,5041
ALPA4,TRPL4,0.1741583457855795,5792
BAZA3,SBSP3,0.17405854009371288,5898
BAZA3,ELET6,0.1729262590299117,5864
ALPA4,VALE3,0.17286200194445017,6267
BAZA3,BRAP4,0.17262639472584723,5493
CMIG4,CTNM4,0.17241265084097118,6052
COCE5,RAPT4,0.17222051444930309,6624
BOBR4,CMIG4,0.17221323028776178,6167
COCE5,VALE3,0.1720082830456475,6700
CGAS5,FESA4,0.1718378626999683,5926
BAZA3,CYRE3,0.17155996358553022,4560
BOBR4,RENT3,0.1713062477437349,4469
EMBR3,UNIP6,0.17076469628068394,6688
ITSA3,TRPL4,0.1701537222204895,5266
CPLE3,ROMI3,0.16985415737810983,5221
BRKM3,TRPL4,0.1694805230130594,4770
GGBR4,SCAR3,0.16928709971657785,5258
RENT3,SCAR3,0.16913236746633042,4840
ITSA3,UNIP6,0.16892101040948188,5707
BRKM3,GRND3,0.16882878420528213,4907
BAZA3,CPFE3,0.16876535492687625,4694
SAPR4,USIM3,0.1681657807629068,5569
COCE5,GGBR3,0.16810193326693487,5656
CMIG3,CTNM4,0.16810187774881297,6048
BRKM3,ROMI3,0.16808004341306346,4716
PSSA3,SAPR4,0.16796146076329432,5170
BBDC3,SHUL4,0.16762257817141854,5041
CPLE6,SHUL4,0.1675829354160539,5007
EMBR3,POMO4,0.1675733897506549,6546
SAPR4,SHUL4,0.1675409738635936,4737
BRAP3,COCE5,0.16749752729942918,6125
BOBR4,CYRE3,0.16747046320378295,4428
BRAP3,SAPR4,0.1674508295808101,5700
CTNM4,USIM5,0.1672412936159294,5903
BRAP4,SCAR3,0.167203763835681,5329
BRKM3,SHUL4,0.16700010440174454,4419
BOBR4,ELET3,0.16679177024423933,6134
BAZA3,BRAP3,0.16625086191438707,5421
BAZA3,GOAU3,0.16613645197520935,5131
BOBR4,GGBR4,0.16595700170387215,5523
GRND3,SHUL4,0.16594420472020582,4625
EMBR3,ROMI3,0.1654258254770467,5268
CTNM4,ELET6,0.1645252301871634,6052
COCE5,POMO4,0.16417573938796481,6564
PSSA3,ROMI3,0.16406102862019317,4903
GOAU3,SHUL4,0.16401741335796313,4806
CTNM4,ELET3,0.1637745623826358,6052
BEES3,LREN3,0.16375587082236984,4888
CMIG4,SHUL4,0.16374721807725162,5041
GOAU3,SCAR3,0.16373881597342477,5105
FESA4,SHUL4,0.16350933822998462,4965
KEPL3,RAPT4,0.16324250451000957,5197
CSNA3,EMAE4,0.16318716757754778,6169
BOBR4,ELET6,0.1630262708647739,6134
COCE5,PSSA3,0.16279230976041667,5222
BEES3,GGBR3,0.16263754851826118,5016
BAZA3,GOAU4,0.1625055592401158,5897
BRKM3,EMBR3,0.1624637088039897,5009
BBDC3,CTNM4,0.16232937104804732,6052
ETER3,KLBN4,0.1619860796097188,5934
BEES3,ITSA3,0.16195723348586577,4863
COCE5,GOAU3,0.16187067562966742,5795
COCE5,GUAR3,0.16166381308713684,5822
GOAU4,SHUL4,0.16143217635247273,5041
BRKM5,SHUL4,0.1613957098270631,4773
CTNM4,GGBR4,0.1613377853339779,5476
CTNM4,PETR4,0.16044578165608936,6051
BRKM3,SAPR4,0.16043292809543208,4995
BEES3,CPFE3,0.16039349036746198,4952
ETER3,PSSA3,0.1599378091025873,5227
BOBR4,POMO4,0.1591632661096558,5994
EMBR3,SAPR4,0.15906081545802989,5739
BAZA3,ELET3,0.15899194144852907,5864
ITSA4,SCAR3,0.1586885940340099,5449
ETER3,ITSA3,0.15851858796552942,5623
BEES3,GGBR4,0.15837256125324206,5050
ALPA4,SHUL4,0.15831648881392504,4894
CTNM4,GRND3,0.15803485952421942,4562
CGAS5,ETER3,0.15790398441286974,5988
BAZA3,RENT3,0.1578913401032416,4585
SBSP3,SHUL4,0.1578311662520105,5041
BEES3,ITSA4,0.15768273364929883,5147
BOBR4,SBSP3,0.15702538790052628,6168
CPLE3,EMBR3,0.1567773537224119,6597
BEES3,BRAP4,0.1566740840692651,5055
CTNM4,PETR3,0.15663826240665582,6051
CPLE6,CTNM4,0.15662181121034155,6052
CTNM4,GOAU3,0.15654951473117076,5118
BOBR4,CPLE3,0.156521797911391,6085
CTNM4,GUAR3,0.1562912072743788,5144
CGAS5,PSSA3,0.15619155019202735,5153
BRKM3,ETER3,0.1558695252521398,5044
COCE5,GRND3,0.15583716267175426,5236
BOBR4,CPLE6,0.1557240047934088,6134
BBDC4,BEES3,0.1555899545460257,5148
BBAS3,CTNM4,0.15539321696396755,6047
BOBR4,CMIG3,0.15522974218906774,6162
COCE5,LREN3,0.15507831638706274,5085
BAZA3,VALE3,0.15483174438687,5884
BOBR4,RAPT4,0.1546527361771428,6058
BAZA3,GGBR4,0.1545859055543673,5407
BAZA3,USIM5,0.15456529294987084,5770
ALPA4,FESA4,0.15431683383508185,6014
PETR3,SHUL4,0.15429940047318633,5041
ROMI3,TRPL4,0.1541916197029499,5020
LREN3,SHUL4,0.15390178423613388,4558
BAZA3,CSNA3,0.15387707736306205,5896
CSNA3,CTNM4,0.15381313397437393,6049
BRAP4,EMAE4,0.1535601334631041,5597
BOBR4,GOAU3,0.15347855234384997,5176
