matrix_type,clique_size,nodes,sectors,subsectors,n_unique_sectors,same_sector_clique,same_subsector_clique,mean_internal_correlation,min_internal_correlation,max_internal_correlation
filtered,3,POMO4|RAPT4|RENT3,Industrials|Industrials|Industrials,Transportation Equipment|Transportation Equipment|Transportation,1,True,False,0.5132646220337839,0.481484728489074,0.5403278331881275
filtered,3,RAPT4|ROMI3|SHUL4,Industrials|Industrials|Industrials,Transportation Equipment|Machinery and Equipment|Machinery and Equipment,1,True,False,0.38560180375697656,0.3541011833649569,0.4142054292474868
filtered,4,ALPA4|ETER3|GUAR3|RAPT4,Consumer Cyclical|Industrials|Consumer Cyclical|Industrials,Apparel and Footwear|Construction Materials|Retail|Transportation Equipment,2,False,False,0.4284310601241421,0.3309126391510799,0.5350225166839263
filtered,4,ALPA4|GUAR3|LREN3|RAPT4,Consumer Cyclical|Consumer Cyclical|Consumer Cyclical|Industrials,Apparel and Footwear|Retail|Retail|Transportation Equipment,2,False,False,0.5150573220445417,0.4816051972041003,0.5624126070390402
filtered,4,BAZA3|BBDC4|ITSA4|PETR4,Financials|Financials|Financials|Oil Gas and Biofuels,Banks|Banks|Financial Services|Oil Gas and Biofuels,2,False,False,0.5201912551926346,0.300628828010344,0.7927765489984405
filtered,4,BBAS3|BBDC3|BBDC4|CYRE3,Financials|Financials|Financials|Real Estate,Banks|Banks|Banks|Real Estate,2,False,False,0.6914013399434528,0.5945726197268719,0.798310610758327
filtered,4,BBAS3|BBDC3|BBDC4|ITSA4,Financials|Financials|Financials|Financials,Banks|Banks|Banks|Financial Services,1,True,False,0.7696974320775745,0.7426876604674783,0.798310610758327
filtered,4,BBAS3|BBDC3|CMIG4|ITSA4,Financials|Financials|Utilities|Financials,Banks|Banks|Electric Utility|Financial Services,2,False,False,0.6660521260532364,0.5629123693185681,0.7878671713234972
filtered,4,BBAS3|BBDC4|ITSA4|PETR4,Financials|Financials|Financials|Oil Gas and Biofuels,Banks|Banks|Financial Services|Oil Gas and Biofuels,2,False,False,0.711549792040875,0.6342954837853464,0.7927765489984405
filtered,4,BBDC3|BBDC4|CCRO3|LREN3,Financials|Financials|Industrials|Consumer Cyclical,Banks|Banks|Transportation|Retail,3,False,False,0.6122007269397152,0.5326641111976305,0.798310610758327
filtered,4,BBDC3|BBDC4|CCRO3|PSSA3,Financials|Financials|Industrials|Financials,Banks|Banks|Transportation|Insurance,2,False,False,0.5685261827753637,0.4150735951743231,0.798310610758327
filtered,4,BBDC3|BBDC4|CYRE3|LREN3,Financials|Financials|Real Estate|Consumer Cyclical,Banks|Banks|Real Estate|Retail,3,False,False,0.6344441071385137,0.5770437822771628,0.798310610758327
filtered,4,BBDC3|BBDC4|ITSA3|PETR3,Financials|Financials|Financials|Oil Gas and Biofuels,Banks|Banks|Financial Services|Oil Gas and Biofuels,2,False,False,0.6058797412185396,0.4412577883940868,0.798310610758327
filtered,4,BBDC3|BBDC4|ITSA4|PETR3,Financials|Financials|Financials|Oil Gas and Biofuels,Banks|Banks|Financial Services|Oil Gas and Biofuels,2,False,False,0.7340326764908452,0.6734505823224182,0.798310610758327
filtered,4,BBDC3|CMIG4|CPLE6|ITSA4,Financials|Utilities|Utilities|Financials,Banks|Electric Utility|Electric Utility|Financial Services,2,False,False,0.6353955974569127,0.5720122185366475,0.7878671713234972
filtered,4,BBDC3|CMIG4|CPLE6|SAPR4,Financials|Utilities|Utilities|Utilities,Banks|Electric Utility|Electric Utility|Water and Sanitation,2,False,False,0.5415776141507559,0.3831019899960072,0.7151638118010195
filtered,4,BBDC3|CYRE3|LREN3|TELB4,Financials|Real Estate|Consumer Cyclical|Telecommunications,Banks|Real Estate|Retail|Telecommunications,4,False,False,0.3776349265782775,0.1322064466446372,0.6282126601138885
filtered,4,BBDC3|GOAU4|ITSA4|PETR3,Financials|Basic Materials|Financials|Oil Gas and Biofuels,Banks|Steel and Metallurgy|Financial Services|Oil Gas and Biofuels,3,False,False,0.6466002865737743,0.557138322601238,0.7878671713234972
filtered,4,BBDC4|BEES3|ITSA4|SCAR3,Financials|Financials|Financials|Real Estate,Banks|Banks|Financial Services|Real Estate,2,False,False,0.4001114796651411,0.1761244902319217,0.7927765489984405
