symbol,n_obs,mean,std,skewness,excess_kurtosis,min,max,var_1pct,var_5pct,n_abs_return_gt_10pct,n_abs_return_gt_20pct,acf_abs_lag_1,acf_abs_lag_5,acf_abs_lag_20,acf_abs_lag_60
BBDC4,4953,0.0002770841490370729,0.021800721716303803,0.018461647684897293,7.95691694842621,-0.1909702593524862,0.1998888185062062,-0.05594566799117689,-0.0312338559580431,16,0,0.20656039748593225,0.1744753863036398,0.12168533678801478,0.04448970575628749
PETR4,4953,0.0004058544551640163,0.02755428304109674,-0.7649283424003207,11.545030379695188,-0.3523666109656791,0.2006706954621513,-0.0766683619323896,-0.04081668877462245,41,4,0.25379153174129854,0.20909133248739106,0.13998515209354398,0.06167732915866823
VALE3,4953,0.0004500344890847904,0.025760760777803978,-0.21955234484520045,7.514588605504052,-0.2813501283442989,0.1935734335913892,-0.06764257797844478,-0.038078130815271616,26,2,0.23128917737996735,0.207391054123052,0.16936595187101094,0.11920774342783332
