symbol,omega,alpha,beta,alpha_plus_beta,nu,loglikelihood,aic,bic
BBDC4,0.07287549497714958,0.051977012963664755,0.9308161725063561,0.9827931854700208,8.031240207757046,-6196.120191952679,12400.240383905359,12424.218913151086
PETR4,0.07798638017185705,0.07584652370072871,0.9152586692181507,0.9911051929188794,7.81814456776273,-6818.858485849267,13645.716971698534,13669.69550094426
VALE3,0.04174503670781115,0.05123767446189509,0.9433674120392411,0.9946050865011362,10.429283945436671,-6822.783689121095,13653.56737824219,13677.545907487918
