date,ABEV3,ASAI3,AZUL4,B3SA3,BBAS3,BBDC4,BBSE3,BPAC11,BRFS3,CCRO3,CIEL3,CMIG4,COGN3,CRFB3,CSAN3,CSNA3,CYRE3,ELET3,ENEV3,EQTL3,GGBR4,HAPV3,HYPE3,IRBR3,ITSA4,ITUB4,JBSS3,KLBN11,LREN3,LWSA3,MGLU3,NTCO3,PCAR3,PETR3,PETR4,PETZ3,PRIO3,RADL3,RAIL3,RDOR3,RENT3,SBSP3,SUZB3,TIMS3,UGPA3,USIM5,VALE3,VBBR3,WEGE3,YDUQ3
1998-03-17,,,,,0.04281999718292817,0.02257432203853918,,,,,,0.07009060847220894,,,,-0.02135312447056892,,0.018859497923243485,,,,,,,0.040821994520255256,,,,,,,,,0.018294176539203566,0.0072464085207673,,,,,,,-0.01043657704224299,,,,,0.02613214027684796,,,
1998-03-18,,,,,-0.00600602406021189,-0.008968669982760386,,,,,,0.009067534791593279,,,,0.02107139464760399,,-0.013106845433793701,,,,,,,0.0,,,,,,,,,-0.004576667027411829,-0.00542987759436947,,,,,,,-0.024868066578013437,,,,,0.021590632592367487,,,
1998-03-19,,,,,0.010785005676562709,0.008968669982760386,,,,,,0.017544309650909473,,,,0.00028172982296492677,,0.04120433059832118,,,,,,,0.0,,,,,,,,,0.031160796176181116,0.0,,,,,,,0.0035906681307287247,,,,,,,,
1998-03-20,,,,,0.007125920889967441,0.05218575317057031,,,,,,0.0,,,,0.0,,0.012762251613851472,,,,,,,-0.010050335853501569,,,,,,,,,-0.0403774512811052,0.012624153228396495,,,,,,,-0.03278982282299103,,,,,0.02113431207397387,,,
1998-03-23,,,,,0.06305813596713694,0.020965128465044808,,,,,,-0.0001739281681052418,,,,-0.008486613877318527,,0.04082199452025481,,,,,,,0.0,,,,,,,,,-0.013986241974739855,-0.0035906681307286137,,,,,,,-0.022472855852058604,,,,,0.0071983641002594245,,,
1998-03-24,,,,,-0.00557104504945527,0.0,,,,,,-0.01737038148280423,,,,-0.005698021114637797,,-0.04445176257083361,,,,,,,-0.020408871631207193,,,,,,,,,-0.004705891037412702,-0.010850016024065712,,,,,,,0.0,,,,,-0.018670765262496336,,,
1998-03-25,,,,,-0.005602255548669888,-0.020965128465044808,,,,,,0.008810629682154847,,,,-0.014388737452099676,,-0.03139685406067194,,,,,,,0.010256500167189264,,,,,,,,,-0.009708814126960785,-0.011090686694158247,,,,,,,-0.0037950709685514727,,,,,0.0,,,
1998-03-26,,,,,0.011173300598125158,0.0,,,,,,-0.05388205322975048,,,,0.005780362915499548,,0.01304771539247529,,,,,,,0.010152371464017929,,,,,,,,,-0.004889985294191823,0.011053921312437376,,,,,,,-0.011472401162236912,,,,,,,,
1998-03-27,,,,,0.021978906718775337,0.0,,,,,,-0.007620146528043326,,,,-0.014514042884254064,,-0.009302392662313697,,,,,,,0.010050335853501569,,,,,,,,,0.019418085857101697,0.007362805473793699,,,,,,,0.015267472130788384,,,,,-0.01902600586776204,,,
1998-03-30,,,,,-0.016438726343159793,-0.005097717071668784,,,,,,0.0018639334380626815,,,,-0.014727806710243652,,-0.018868484304382704,,,,,,,0.0,,,,,,,,,-0.019418085857101697,-0.029631797606371135,,,,,,,-0.015267472130788384,,,,,-0.02019470728551931,,,
1998-03-31,,,,,0.05899834076195554,0.0008514261902175108,,,,,,0.027549951768230718,,,,-0.0002967799398545523,,0.005698021114637797,,,,,,,-0.010050335853501569,,,,,,,,,0.0,0.01862251209800181,,,,,,,0.0038770897494413425,,,,,0.003992021269537571,,,
1998-04-01,,,,,0.07522342123758763,0.0,,,,,,0.014388737452099454,,,,-0.008645157435806627,,0.0037807228399060477,,,,,,,0.0,,,,,,,,,-0.019802627296179653,-0.003696861881326119,,,,,,,0.007595311412795569,,,,,-0.003992021269537571,,,
1998-04-02,,,,,0.056352936551131716,0.0,,,,,,0.0212022076506031,,,,0.002989538848366058,,0.018692133012152556,,,,,,,0.010050335853501569,,,,,,,,,0.03440142671733226,0.02559554718896373,,,,,,,0.0056872191205894485,,,,,-0.016129381929883557,,,
1998-04-03,,,,,-0.05153365011518285,-0.012793351459909466,,,,,,-0.03922071315328135,,,,0.005952398527295122,,-0.0281708769666964,,,,,,,-0.040821994520255256,,,,,,,,,-0.029413885206293067,-0.02189868530763761,,,,,,,-0.01715962028282636,,,,,,,,
1998-04-06,,,,,0.05608946665104364,0.012793351459909466,,,,,,0.035718082602079204,,,,0.014727806710243652,,-0.001943635208570882,,,,,,,0.040821994520255256,,,,,,,,,0.01970507107933228,0.025502292810936134,,,,,,,0.015267472130788384,,,,,0.047628048989254546,,,
1998-04-07,,,,,0.02136634927236236,-0.02575249610241477,,,,,,-0.008810629682154847,,,,-0.011764841579586571,,-0.011741817876683491,,,,,,,-0.010050335853501569,,,,,,,,,0.014528100562909874,0.00716848947861265,,,,,,,0.0,,,,,-0.011696039763191224,,,
1998-04-08,,,,,0.010059526987733491,0.02150620522096354,,,,,,0.009161445332130702,,,,0.0029542118974315024,,0.003929278139889636,,,,,,,-0.010152371464017929,,,,,,,,,0.026145590277971253,0.02120220765060271,,,,,,,0.015037877364540542,,,,,0.019418085857101586,,,
1998-04-13,,,,,-0.026742026947669584,-0.008547060578458235,,,,,,0.025624670753284784,,,,0.0038274741264097134,,-0.014019382540451986,,,,,,,0.020202707317519497,,,,,,,,,0.025388059837211596,0.010400274617789529,,,,,,,0.00854547277154527,,,,,0.011472401162236912,,,
1998-04-14,,,,,0.018519047767237562,-0.004301081899390741,,,,,,-0.017241806434506013,,,,0.022374898267614407,,0.01009010440056235,,,,,,,0.019802627296179542,,,,,,,,,0.05766564184980916,0.020549372022532653,,,,,,,0.00810616082089699,,,,,0.026267926820610188,,,
1998-04-15,,,,,0.0,0.0,,,,,,-0.008733679968754626,,,,0.008583743691391588,,-0.013675765612802593,,,,,,,0.009756174945364737,,,,,,,,,0.0,3.389887964516669e-05,,,,,,,0.0,,,,,0.0,,,
1998-04-16,,,,,0.035154588926472496,-0.013015368112070269,,,,,,-0.014134510934904698,,,,-0.005714301263438637,,-0.024443192490807064,,,,,,,0.019231361927887658,,,,,,,,,0.012848142477848823,-0.01365208916832733,,,,,,,-0.0055197932235979685,,,,,-0.0074349784875180625,,,
1998-04-17,,,,,0.11689690356472565,-0.01318700428195374,,,,,,0.02807201877868626,,,,0.004288784272217461,,-0.014418375424271712,,,,,,,-0.009569451016150587,,,,,,,,,-0.030239885189718096,-0.0034423441909728902,,,,,,,0.011009285508369437,,,,,-0.001867414174795523,,,
1998-04-20,,,,,0.023365548956211957,0.007933051740795838,,,,,,0.0036266337996412323,,,,0.0017103766997419445,,-0.018848725558667567,,,,,,,0.03774032798284699,,,,,,,,,-0.008810629682154791,-0.010398707220898473,,,,,,,-0.003656311203110718,,,,,-0.009389740349838971,,,
1998-04-22,,,,,-0.023365548956211957,-0.02579066914080222,,,,,,-0.035263718742823746,,,,0.011046706301029108,,-0.04320326300889832,,,,,,,-0.04740223889458406,,,,,,,,,-0.01785761740000652,-0.017575144821507627,,,,,,,-0.01848481467410301,,,,,-0.011385322225125338,,,
1998-04-23,,,,,-0.007117467768863961,0.0,,,,,,-0.01257878220686015,,,,0.0,,-0.017817843316794146,,,,,,,-0.04976150955906378,,,,,,,,,-0.018182319083190346,0.0035044903917580417,,,,,,,0.0036872236787957036,,,,,-0.046883585898850555,,,
1998-04-24,,,,,0.0,0.0,,,,,,0.003610112224099793,,,,0.00561799230422344,,0.04396312342111619,,,,,,,0.030153038170687596,,,,,,,,,0.00908702798472888,0.02101512678256051,,,,,,,0.0055978940968839375,,,,,0.0,,,
1998-04-27,,,,,-0.06475018374816122,-0.06513930217096156,,,,,,-0.051767565205072086,,,,-0.03129700672191493,,-0.07361181734324607,,,,,,,-0.030153038170687596,,,,,,,,,-0.055995935305081235,-0.03346017433264542,,,,,,,-0.05513371706993331,,,,,-0.04980282248381818,,,
1998-04-28,,,,,-0.009357788405560785,-0.019418085857101697,,,,,,0.024553759057482916,,,,0.025679014417691493,,0.040821994520255256,,,,,,,-0.010256500167189264,,,,,,,,,0.05604139088362475,0.029993966356159252,,,,,,,0.043981185119458255,,,,,0.06187540371808753,,,
1998-04-29,,,,,0.008510689667909022,0.028987536873252506,,,,,,-0.00018516804052537417,,,,0.002853068982406448,,0.03278982282299081,,,,,,,0.0,,,,,,,,,-0.027651531330510015,-0.003478264376324758,,,,,,,-0.0478560211776351,,,,,0.0,,,
1998-04-30,,,,,0.09684982598991748,0.0,,,,,,0.027398974188114544,,,,0.01974676293483446,,0.010695289116747997,,,,,,,0.0,,,,,,,,,0.0046620131058112135,0.010398707220898473,,,,,,,0.019418085857101586,,,,,0.0,,,
1998-05-04,,,,,-0.06515409517978576,0.009569451016150615,,,,,,0.015607897665991133,,,,0.027549951768230496,,-0.028049303809899673,,,,,,,0.0,,,,,,,,,-0.0046620131058112135,-0.03509131981126984,,,,,,,-0.019418085857101586,,,,,0.019802627296179764,,,
1998-05-05,,,,,0.017901210329240136,-0.019231361927887575,,,,,,0.011001211061973493,,,,0.03208831455150052,,0.0065430985889358695,,,,,,,0.03045920748470876,,,,,,,,,-0.04296603588344333,0.0,,,,,,,-0.023810648693718628,,,,,0.0,,,
1998-05-06,,,,,-0.036965194233471554,-0.029558802241544446,,,,,,-0.015435808129839357,,,,-0.02666824708216131,,-0.11506932978478712,,,,,,,0.0,,,,,,,,,0.0,-0.025317807984289897,,,,,,,0.022280066184987568,,,,,-0.019802627296179764,,,
1998-05-07,,,,,0.004175371410480855,-0.005012541823544436,,,,,,0.0,,,,-0.0027063615977429567,,0.047628048989254435,,,,,,,-0.020202707317519497,,,,,,,,,-0.009853262393731743,-0.033522692038643664,,,,,,,-0.014280023517911244,,,,,-0.04040541463503877,,,
1998-05-08,,,,,0.024692612590371477,-0.00503779402995691,,,,,,-0.040821994520255145,,,,0.0027063615977429567,,-0.016413029641329846,,,,,,,0.0,,,,,,,,,-0.0048890193434716345,-0.0037950709685515838,,,,,,,-0.0040080213975388634,,,,,0.038403411964365586,,,
1998-05-11,,,,,-0.025526293338948958,-0.030771658666753854,,,,,,-0.03055466832197251,,,,-0.013605652055778572,,-0.03610500464211652,,,,,,,-0.031090587070031095,,,,,,,,,-0.030153038170687485,-0.02307794728254481,,,,,,,-0.008064559836730378,,,,,-0.0040160696548897645,,,
1998-05-12,,,,,-0.0025052205169371344,-0.042559614418795855,,,,,,-0.043909492615568535,,,,-0.027779564107075716,,-0.01980262729617932,,,,,,,-0.010582109330536937,,,,,,,,,-0.057758834152192406,-0.01964699738379644,,,,,,,-0.03711766295650265,,,,,-0.010111309604320606,,,
1998-05-13,,,,,-0.004189365155277014,0.0,,,,,,-0.015075662405447332,,,,-0.014184634991956324,,0.012422519998557036,,,,,,,-0.03243527575315386,,,,,,,,,0.016086137751624374,-0.0059701669865038776,,,,,,,-0.05177992316576163,,,,,-0.004073325387635829,,,
1998-05-14,,,,,-0.0263732852548898,-0.016438726343159793,,,,,,-0.023048395436291003,,,,-0.0002857551098169875,,0.0,,,,,,,0.0,,,,,,,,,-0.016086137751624374,-0.0019980026626730263,,,,,,,0.03059062059395279,,,,,-0.008196767204178501,,,
1998-05-15,,,,,0.06669137449867213,0.005509655810969627,,,,,,0.023048395436291003,,,,0.0002857551098169875,,0.036367644170875124,,,,,,,-0.02222313678471033,,,,,,,,,0.04233436382656075,0.01783991812833091,,,,,,,-0.0022341577499318532,,,,,,,,
1998-05-18,,,,,-0.12893368337589306,-0.01104983618658506,,,,,,-0.07625243149975558,,,,-0.028987536873252395,,-0.06644509940815335,,,,,,,-0.03428907347863208,,,,,,,,,-0.026248226074936376,-0.06703016231910258,,,,,,,-0.03274681114531375,,,,,-0.07651669542786199,,,
1998-05-19,,,,,0.009132483563272342,0.027398974188114433,,,,,,-0.0027359798188749673,,,,-0.01481508578514057,,-0.010230268250814856,,,,,,,0.03428907347863208,,,,,,,,,0.00530505222969313,0.010449415874341006,,,,,,,-0.05951412753240759,,,,,0.021534561010508768,,,
1998-05-20,,,,,-0.03233538064293617,0.005390848634876488,,,,,,0.013605652055778683,,,,-0.015037877364540542,,-0.020779968491745127,,,,,,,0.0,,,,,,,,,-0.07982227341716053,-0.014659948410684742,,,,,,,-0.03411302491290469,,,,,0.0,,,
1998-05-21,,,,,-0.012281684845870555,0.010695289116747997,,,,,,-0.041103565689227795,,,,-0.0006062443350274282,,-0.03743752707213077,,,,,,,0.0,,,,,,,,,0.002861232281032189,-0.008474626990972123,,,,,,,-0.049473691195360936,,,,,0.0,,,
1998-05-22,,,,,0.016965534158296824,0.021053409197832162,,,,,,-0.00028165047362649354,,,,-0.0054728017413547825,,-0.019257816604414613,,,,,,,0.01117330059812538,,,,,,,,,-0.008608374536600238,-0.008547060578458221,,,,,,,-0.023399858813139995,,,,,,,,
1998-05-25,,,,,-0.018868484304382815,-0.021053409197832162,,,,,,0.013986241974739744,,,,-0.009188426054406174,,-0.036779251503296306,,,,,,,-0.01117330059812538,,,,,,,,,-0.06858126415452959,-0.034938051361280587,,,,,,,5.249481614888474e-05,,,,,0.0,,,
1998-05-26,,,,,-0.15304018554323107,-0.03243527575315386,,,,,,-0.0749630384734552,,,,-0.04725288485054557,,-0.05023212548633338,,,,,,,-0.011299555253933224,,,,,,,,,-0.06371581438610785,-0.06899287148695143,,,,,,,-0.01859705507788678,,,,,-0.06744128079553258,,,
1998-05-27,,,,,0.07379081388909037,0.0,,,,,,0.035297782081023854,,,,-0.03947881097378758,,0.07302513501488983,,,,,,,-0.022989518224698857,,,,,,,,,0.06986967996048599,0.023530497410193973,,,,,,,-0.06621202434080287,,,,,-0.023530497410194084,,,
1998-05-28,,,,,0.08872811560868454,0.04301738508369074,,,,,,0.09714769180579408,,,,-0.027212563524884548,,0.08112554481236844,,,,,,,-0.011696039763191113,,,,,,,,,0.06242739858015145,0.0674412807955328,,,,,,,0.08218095701242012,,,,,0.0,,,
1998-05-29,,,,,0.011257154524634605,-0.010582109330536882,,,,,,-0.0034152141430867644,,,,0.017094433359299943,,-0.005208345107138301,,,,,,,0.0,,,,,,,,,-0.04425005380878577,-0.03540192705091605,,,,,,,0.02597548640326064,,,,,0.014184634991956435,,,
1998-06-01,,,,,-0.015985295720580606,-0.022100347000665932,,,,,,-0.05406722127027597,,,,-0.059354242649182654,,-0.02817087696669618,,,,,,,-0.01183445764700286,,,,,,,,,-0.006103291145542422,0.013423020332140712,,,,,,,-0.03125254350410456,,,,,0.00934586241823765,,,
1998-06-02,,,,,0.004728141195946001,0.005571045049455325,,,,,,0.0800427076735366,,,,0.04225980928988271,,0.10821358464023279,,,,,,,-0.02409755157906046,,,,,,,,,0.08156155140816945,0.06036314972709056,,,,,,,0.0,,,,,0.027524673390090237,,,
1998-06-03,,,,,-0.05826890812397589,0.0,,,,,,-0.02597548640326064,,,,-0.035091319811270116,,-0.03922071315328157,,,,,,,-0.0246926125903717,,,,,,,,,-0.03989132902730208,-0.008403410796379629,,,,,,,-0.07696104113612834,,,,,-0.05105517080028432,,,
1998-06-04,,,,,0.029558802241544502,-0.005571045049455325,,,,,,0.02597548640326064,,,,0.010657294473988,,0.026317308317373556,,,,,,,0.0246926125903717,,,,,,,,,0.03428907347863208,0.01257878220686015,,,,,,,0.00966740540213673,,,,,0.06899287148695143,,,
1998-06-05,,,,,0.024929383042525344,0.03297001923756976,,,,,,0.0,,,,0.024434025337282117,,0.0,,,,,,,-0.012270092591814219,,,,,,,,,0.005602255548669999,0.012381366888405076,,,,,,,-0.038654942275388904,,,,,0.030636969461889763,,,
1998-06-08,,,,,-0.054488185284069846,0.01608613775162443,,,,,,-0.025712363128489124,,,,0.033901551675681096,,0.010336009330662144,,,,,,,-0.02500130220541763,,,,,,,,,0.01662088123604033,0.008237920314330793,,,,,,,0.028987536873252173,,,,,-0.01783043541467133,,,
1998-06-09,,,,,0.014888612493750841,-0.02150620522096358,,,,,,-0.04053702241271162,,,,-0.013423020332140378,,-0.023408090898014766,,,,,,,0.01257878220686015,,,,,,,,,-0.03922071315328135,-0.02479465861321639,,,,,,,-0.013809195274186448,,,,,,,,
1998-06-10,,,,,-0.035091319811270116,-0.010929070532190222,,,,,,-0.06508661651988612,,,,-0.003384097984240775,,-0.07087433958665712,,,,,,,-0.038221212820197525,,,,,,,,,-0.03193304710300904,-0.042741548377271066,,,,,,,-0.01453149202783599,,,,,0.009172372671556794,,,
1998-06-12,,,,,-0.030038509119227563,0.0,,,,,,-0.020680205237538885,,,,0.006756782462880029,,-0.03741443585025772,,,,,,,0.025642430613337375,,,,,,,,,-0.06401161965988722,-0.04922694076515066,,,,,,,-0.04269508581472914,,,,,,,,
1998-06-15,,,,,-0.03314039250230416,-0.04495138786226649,,,,,,-0.06124048306183738,,,,-0.041593897298837224,,-0.048057294953779195,,,,,,,-0.05195973893071093,,,,,,,,,-0.07162903339650273,-0.05172796151182668,,,,,,,-0.0831149067105067,,,,,-0.04445176257083383,,,
1998-06-16,,,,,-0.06744128079553258,0.0,,,,,,0.002852164823683223,,,,-0.02451712781322546,,0.015267472130788384,,,,,,,0.0,,,,,,,,,0.020067563050809256,0.004770978424055605,,,,,,,-0.06899287148695121,,,,,,,,
1998-06-17,,,,,0.07825219689974838,0.06130052586379586,,,,,,0.10788896201118503,,,,0.059015202130593414,,0.07864312731911305,,,,,,,0.06453852113757108,,,,,,,,,0.05789397841890265,0.05153365011518307,,,,,,,0.06899287148695121,,,,,0.0,,,
1998-06-18,,,,,-0.0010758473334633312,-0.027398974188114433,,,,,,-0.028820438535491988,,,,,,-0.03129700672191471,,,,,,,-0.05129329438755059,,,,,,,,,-0.018928009885518904,-0.04673747785168991,,,,,,,-0.0690643026095219,,,,,,,,
1998-06-19,,,,,0.006437790474848493,0.0,,,,,,0.022836662311037093,,,,0.017146158834970393,,0.017192400540372965,,,,,,,4.440892098500626e-16,,,,,,,,,0.0,0.03294415571935405,,,,,,,0.03516275093384047,,,,,,,,
1998-06-22,,,,,0.0,0.03278982282299098,,,,,,-0.028701781763435186,,,,-0.0003333889012375746,,-0.020086758566737473,,,,,,,-0.013423020332140823,,,,,,,,,-0.025807883955872524,-0.023420274208098668,,,,,,,0.013698844358161821,,,,,-0.00045464879164602845,,,
1998-06-23,,,,,0.003203419717537792,0.021277398447284712,,,,,,0.07641623044436319,,,,0.013578615651258286,,0.03419136474827922,,,,,,,0.013423020332140823,,,,,,,,,0.012922677316523967,0.028039220064393078,,,,,,,0.020136038428531955,,,,,0.022927504643704633,,,
1998-06-24,,,,,0.012712035588361759,0.0,,,,,,0.00814115758369971,,,,0.01954459607297032,,-0.019802627296179542,,,,,,,-0.013423020332140823,,,,,,,,,-0.006407996295330287,-0.00461894585629441,,,,,,,-0.033834882786693776,,,,,0.0,,,
