model,feature_set,symbol,horizon,split,MAE,RMSE,QLIKE,R2_oos
MLP,Set A (Classical),BBDC4,20,train,0.019299662299811893,0.0292380192633885,-3.7816747705137947,0.4440546643582871
MLP,Set A (Classical),BBDC4,20,validation,0.029105294867018443,0.054529300663704615,-3.198821706590426,0.08375739081042621
MLP,Set A (Classical),BBDC4,20,test,0.021565681329875196,0.03291531432485756,-3.8155462746312145,0.08547397242920152
MLP,Set A (Classical),PETR4,20,train,0.025220198299155304,0.03485053061155937,-3.351717385236289,0.5765516408223909
MLP,Set A (Classical),PETR4,20,validation,0.04201180917325422,0.09208158127849515,-1.7924884586864325,-0.05376248087867452
MLP,Set A (Classical),PETR4,20,test,0.022085021943933855,0.03525166578661282,-3.710568290056924,0.40820452642433425
MLP,Set A (Classical),VALE3,20,train,0.02121271060763374,0.031079997574560026,-3.3878036587777625,0.6446731253027191
MLP,Set A (Classical),VALE3,20,validation,0.035923604697630715,0.06758972770492863,-2.8368736945237982,-0.06927316117799243
MLP,Set A (Classical),VALE3,20,test,0.017574506695327737,0.022957331465293117,-4.023623739550495,0.710615404126161
Ridge,Set B (+Market/RMT),BBDC4,20,train,0.020081307600775877,0.029430438729555714,-3.8041831147397875,0.4367130786351825
Ridge,Set B (+Market/RMT),BBDC4,20,validation,0.027981805421149687,0.05020317724719516,-3.3923346527346183,0.22337201523358186
Ridge,Set B (+Market/RMT),BBDC4,20,test,0.023926654875965764,0.03343485155889951,-3.8999151690248812,0.05637626669806095
Ridge,Set B (+Market/RMT),PETR4,20,train,0.025491742599263217,0.0342302116168507,-3.3734309940047478,0.5914917489204494
Ridge,Set B (+Market/RMT),PETR4,20,validation,0.042865494515774566,0.08869425279877878,-2.3035187718431707,0.02233931083473184
Ridge,Set B (+Market/RMT),PETR4,20,test,0.022447656913057827,0.035111359198299205,-3.730501603525035,0.412906009937713
Ridge,Set B (+Market/RMT),VALE3,20,train,0.02252988975616829,0.033189356015580665,-3.3875785479637637,0.5948053010028954
Ridge,Set B (+Market/RMT),VALE3,20,validation,0.03312401358033848,0.06513270863129804,-3.0089590656738237,0.007054182005542309
Ridge,Set B (+Market/RMT),VALE3,20,test,0.018599058992172245,0.023147519955620484,-4.034854309006837,0.705800768134939
Random Forest,Set B (+Market/RMT),BBDC4,20,train,0.017999553512693424,0.02609763666626713,-3.833228858718476,0.5570664714178342
Random Forest,Set B (+Market/RMT),BBDC4,20,validation,0.028721061091981876,0.05469332443746669,-3.214373144847165,0.07823699727494526
Random Forest,Set B (+Market/RMT),BBDC4,20,test,0.026331662972149388,0.03595651878969784,-3.88123995662024,-0.09132808659376401
