symbol,n_obs,mean,std,skewness,excess_kurtosis,min,max,var_1pct,var_5pct,n_abs_return_gt_10pct,n_abs_return_gt_20pct,acf_abs_lag_1,acf_abs_lag_5,acf_abs_lag_20,acf_abs_lag_60
BBDC4,6886,0.0004480137980582619,0.02322314396364431,-0.02987611684212671,6.481385820221144,-0.216807732865124,0.1998888185062062,-0.06002477823807161,-0.0339386875124452,23,1,0.2256084495664417,0.15111723524048568,0.1151645597212344,0.060186544289368524
PETR4,6885,0.0005590191287645084,0.027376448892787834,-0.5805882461215717,10.578707538180126,-0.3523666109656791,0.2006706954621513,-0.07313524710005584,-0.04060623667670048,57,5,0.2721208688014796,0.21669137521608564,0.14396057405636856,0.0823381941609912
VALE3,6857,0.0007475065377934435,0.025596456497325972,0.06964304531760725,8.831656950867547,-0.2813501283442989,0.2984929885559966,-0.06599425538234237,-0.037553990658171624,32,3,0.20709027490442716,0.17978464111795572,0.1412557738302935,0.11049948069012701
